"target"	"target_word"	"mispronunciation"	"age"	"target_ortho"	"target_phono"	"tokid"	"meaningful"
"i"	"ńayeki"	NA	5.64046479835954	"ńayeki"	"næjɛki"	"nayeki 16"	FALSE
"'n"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"a"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"y"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"e"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"k"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"i"	"ńayeki"	NA	8.30895420369105	"ńayeki"	"næjɛki"	"nayeki 19"	FALSE
"'n"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"a"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"y"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"e"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"k"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"i"	"ńayeki"	NA	7.5434039644566	"ńayeki"	"næjɛki"	"nayeki 9"	FALSE
"'n"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"a"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"y"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"e"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"k"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"i"	"ńayeki"	NA	8.6015037593985	"ńayeki"	"næjɛki"	"nayeki 14"	FALSE
"'n"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"a"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"y"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"e"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"k"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"i"	"ńayeki"	NA	6.88448393711552	"ńayeki"	"næjɛki"	"nayeki 11"	FALSE
"'n"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"a"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"y"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"e"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"k"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"i"	"ńayeki"	NA	7.60628844839371	"ńayeki"	"næjɛki"	"nayeki 4"	FALSE
"'n"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"a"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"y"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"e"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"k"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"i"	"ńayeki"	NA	8	"ńayeki"	"næjɛki"	"nayeki 12"	FALSE
"a"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"	TRUE
"y"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"	TRUE
"k"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"	TRUE
"i"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"	TRUE
"a"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"	TRUE
"y"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"	TRUE
"e"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"	TRUE
"k"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"	TRUE
"'n"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"a"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"y"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"e"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"k"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"i"	"ńayeki"	NA	6.32399179767601	"ńayeki"	"næjɛki"	"nayeki 1"	FALSE
"a"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"	TRUE
"e"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"	TRUE
"k"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"	TRUE
"'n"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 15"	FALSE
"o"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 15"	FALSE
"k"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 15"	FALSE
"i"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 15"	FALSE
"'n"	"ńoki"	NA	8.03280929596719	"ńoki"	"nɔki"	"noki 21"	FALSE
"o"	"ńoki"	NA	8.03280929596719	"ńoki"	"nɔki"	"noki 21"	FALSE
"k"	"ńoki"	NA	8.03280929596719	"ńoki"	"nɔki"	"noki 21"	FALSE
"i"	"ńoki"	NA	8.03280929596719	"ńoki"	"nɔki"	"noki 21"	FALSE
"'n"	"ńoki"	NA	5.19480519480519	"ńoki"	"nɔki"	"noki 4"	FALSE
"o"	"ńoki"	NA	5.19480519480519	"ńoki"	"nɔki"	"noki 4"	FALSE
"k"	"ńoki"	NA	5.19480519480519	"ńoki"	"nɔki"	"noki 4"	FALSE
"i"	"ńoki"	NA	5.19480519480519	"ńoki"	"nɔki"	"noki 4"	FALSE
"'n"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 8"	FALSE
"o"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 8"	FALSE
"k"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 8"	FALSE
"i"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 8"	FALSE
"'n"	"ńoki"	NA	7.4066985645933	"ńoki"	"nɔki"	"noki 23"	FALSE
"o"	"ńoki"	NA	7.4066985645933	"ńoki"	"nɔki"	"noki 23"	FALSE
"k"	"ńoki"	NA	7.4066985645933	"ńoki"	"nɔki"	"noki 23"	FALSE
"i"	"ńoki"	NA	7.4066985645933	"ńoki"	"nɔki"	"noki 23"	FALSE
"'n"	"ńoki"	NA	8.6015037593985	"ńoki"	"nɔki"	"noki 12"	FALSE
"o"	"ńoki"	NA	8.6015037593985	"ńoki"	"nɔki"	"noki 12"	FALSE
"k"	"ńoki"	NA	8.6015037593985	"ńoki"	"nɔki"	"noki 12"	FALSE
"i"	"ńoki"	NA	8.6015037593985	"ńoki"	"nɔki"	"noki 12"	FALSE
"'n"	"ńoki"	NA	9.09911141490089	"ńoki"	"nɔki"	"noki 26"	FALSE
"o"	"ńoki"	NA	9.09911141490089	"ńoki"	"nɔki"	"noki 26"	FALSE
"k"	"ńoki"	NA	9.09911141490089	"ńoki"	"nɔki"	"noki 26"	FALSE
"i"	"ńoki"	NA	9.09911141490089	"ńoki"	"nɔki"	"noki 26"	FALSE
"'n"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 2"	FALSE
"o"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 2"	FALSE
"k"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 2"	FALSE
"i"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 2"	FALSE
"'n"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 22"	FALSE
"o"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 22"	FALSE
"k"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 22"	FALSE
"i"	"ńoki"	NA	5.79904306220096	"ńoki"	"nɔki"	"noki 22"	FALSE
"o"	"ńoki"	"nok1"	7.47505126452495	"ńoki"	"nɔki"	"noki 19"	TRUE
"k"	"ńoki"	"nok1"	7.47505126452495	"ńoki"	"nɔki"	"noki 19"	TRUE
"'n"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 10"	FALSE
"o"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 10"	FALSE
"k"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 10"	FALSE
"i"	"ńoki"	NA	5.52836637047163	"ńoki"	"nɔki"	"noki 10"	FALSE
"'n"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 14"	FALSE
"o"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 14"	FALSE
"k"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 14"	FALSE
"i"	"ńoki"	NA	NA	"ńoki"	"nɔki"	"noki 14"	FALSE
"o"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 25"	TRUE
"k"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 25"	TRUE
"o"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 7"	TRUE
"k"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 7"	TRUE
"'n"	"ńoki"	NA	7.25358851674641	"ńoki"	"nɔki"	"noki 27"	FALSE
"o"	"ńoki"	NA	7.25358851674641	"ńoki"	"nɔki"	"noki 27"	FALSE
"k"	"ńoki"	NA	7.25358851674641	"ńoki"	"nɔki"	"noki 27"	FALSE
"i"	"ńoki"	NA	7.25358851674641	"ńoki"	"nɔki"	"noki 27"	FALSE
"'n"	"ńoki"	NA	10.1982228298018	"ńoki"	"nɔki"	"noki 1"	FALSE
"o"	"ńoki"	NA	10.1982228298018	"ńoki"	"nɔki"	"noki 1"	FALSE
"k"	"ńoki"	NA	10.1982228298018	"ńoki"	"nɔki"	"noki 1"	FALSE
"i"	"ńoki"	NA	10.1982228298018	"ńoki"	"nɔki"	"noki 1"	FALSE
"o"	"ńoki"	"nok8"	7.94258373205742	"ńoki"	"nɔki"	"noki 6"	TRUE
"k"	"ńoki"	"nok8"	7.94258373205742	"ńoki"	"nɔki"	"noki 6"	TRUE
"'n"	"ńoki"	NA	7.28366370471634	"ńoki"	"nɔki"	"noki 11"	FALSE
"o"	"ńoki"	NA	7.28366370471634	"ńoki"	"nɔki"	"noki 11"	FALSE
"k"	"ńoki"	NA	7.28366370471634	"ńoki"	"nɔki"	"noki 11"	FALSE
"i"	"ńoki"	NA	7.28366370471634	"ńoki"	"nɔki"	"noki 11"	FALSE
"'n"	"ńoki"	NA	6	"ńoki"	"nɔki"	"noki 9"	FALSE
"o"	"ńoki"	NA	6	"ńoki"	"nɔki"	"noki 9"	FALSE
"k"	"ńoki"	NA	6	"ńoki"	"nɔki"	"noki 9"	FALSE
"i"	"ńoki"	NA	6	"ńoki"	"nɔki"	"noki 9"	FALSE
"o"	"ńoki"	"nok1"	5.7799043062201	"ńoki"	"nɔki"	"noki 24"	TRUE
"k"	"ńoki"	"nok1"	5.7799043062201	"ńoki"	"nɔki"	"noki 24"	TRUE
"'n"	"ńoki"	NA	6.32399179767601	"ńoki"	"nɔki"	"noki 20"	FALSE
"o"	"ńoki"	NA	6.32399179767601	"ńoki"	"nɔki"	"noki 20"	FALSE
"k"	"ńoki"	NA	6.32399179767601	"ńoki"	"nɔki"	"noki 20"	FALSE
"i"	"ńoki"	NA	6.32399179767601	"ńoki"	"nɔki"	"noki 20"	FALSE
"'n"	"ńoki"	NA	7.60628844839371	"ńoki"	"nɔki"	"noki 3"	FALSE
"o"	"ńoki"	NA	7.60628844839371	"ńoki"	"nɔki"	"noki 3"	FALSE
"k"	"ńoki"	NA	7.60628844839371	"ńoki"	"nɔki"	"noki 3"	FALSE
"i"	"ńoki"	NA	7.60628844839371	"ńoki"	"nɔki"	"noki 3"	FALSE
"'n"	"ńoki"	NA	7.5434039644566	"ńoki"	"nɔki"	"noki 5"	FALSE
"o"	"ńoki"	NA	7.5434039644566	"ńoki"	"nɔki"	"noki 5"	FALSE
"k"	"ńoki"	NA	7.5434039644566	"ńoki"	"nɔki"	"noki 5"	FALSE
"i"	"ńoki"	NA	7.5434039644566	"ńoki"	"nɔki"	"noki 5"	FALSE
"'n"	"ńoki"	NA	9.52563226247437	"ńoki"	"nɔki"	"noki 17"	FALSE
"o"	"ńoki"	NA	9.52563226247437	"ńoki"	"nɔki"	"noki 17"	FALSE
"k"	"ńoki"	NA	9.52563226247437	"ńoki"	"nɔki"	"noki 17"	FALSE
"i"	"ńoki"	NA	9.52563226247437	"ńoki"	"nɔki"	"noki 17"	FALSE
"'n"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 13"	FALSE
"o"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 13"	FALSE
"k"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 13"	FALSE
"i"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 13"	FALSE
"'n"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 18"	FALSE
"o"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 18"	FALSE
"k"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 18"	FALSE
"i"	"ńoki"	NA	3.91797676008202	"ńoki"	"nɔki"	"noki 18"	FALSE
"'n"	"ńoki"	NA	8.30895420369105	"ńoki"	"nɔki"	"noki 16"	FALSE
"o"	"ńoki"	NA	8.30895420369105	"ńoki"	"nɔki"	"noki 16"	FALSE
"k"	"ńoki"	NA	8.30895420369105	"ńoki"	"nɔki"	"noki 16"	FALSE
"i"	"ńoki"	NA	8.30895420369105	"ńoki"	"nɔki"	"noki 16"	FALSE
"'n"	"ńomi"	NA	9.52563226247437	"ńomi"	"nɔmi"	"nomi 24"	FALSE
"o"	"ńomi"	NA	9.52563226247437	"ńomi"	"nɔmi"	"nomi 24"	FALSE
"m"	"ńomi"	NA	9.52563226247437	"ńomi"	"nɔmi"	"nomi 24"	FALSE
"i"	"ńomi"	NA	9.52563226247437	"ńomi"	"nɔmi"	"nomi 24"	FALSE
"'n"	"ńomi"	NA	7.60628844839371	"ńomi"	"nɔmi"	"nomi 1"	FALSE
"o"	"ńomi"	NA	7.60628844839371	"ńomi"	"nɔmi"	"nomi 1"	FALSE
"m"	"ńomi"	NA	7.60628844839371	"ńomi"	"nɔmi"	"nomi 1"	FALSE
"i"	"ńomi"	NA	7.60628844839371	"ńomi"	"nɔmi"	"nomi 1"	FALSE
"'n"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 14"	FALSE
"o"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 14"	FALSE
"m"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 14"	FALSE
"i"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 14"	FALSE
"'n"	"ńomi"	NA	5.27136021872864	"ńomi"	"nɔmi"	"nomi 5"	FALSE
"o"	"ńomi"	NA	5.27136021872864	"ńomi"	"nɔmi"	"nomi 5"	FALSE
"m"	"ńomi"	NA	5.27136021872864	"ńomi"	"nɔmi"	"nomi 5"	FALSE
"i"	"ńomi"	NA	5.27136021872864	"ńomi"	"nɔmi"	"nomi 5"	FALSE
"'n"	"ńomi"	NA	8.03280929596719	"ńomi"	"nɔmi"	"nomi 22"	FALSE
"o"	"ńomi"	NA	8.03280929596719	"ńomi"	"nɔmi"	"nomi 22"	FALSE
"m"	"ńomi"	NA	8.03280929596719	"ńomi"	"nɔmi"	"nomi 22"	FALSE
"i"	"ńomi"	NA	8.03280929596719	"ńomi"	"nɔmi"	"nomi 22"	FALSE
"'n"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 13"	FALSE
"o"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 13"	FALSE
"m"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 13"	FALSE
"i"	"ńomi"	NA	8	"ńomi"	"nɔmi"	"nomi 13"	FALSE
"'n"	"ńomi"	NA	6.32399179767601	"ńomi"	"nɔmi"	"nomi 2"	FALSE
"o"	"ńomi"	NA	6.32399179767601	"ńomi"	"nɔmi"	"nomi 2"	FALSE
"m"	"ńomi"	NA	6.32399179767601	"ńomi"	"nɔmi"	"nomi 2"	FALSE
"i"	"ńomi"	NA	6.32399179767601	"ńomi"	"nɔmi"	"nomi 2"	FALSE
"'n"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 9"	FALSE
"o"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 9"	FALSE
"m"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 9"	FALSE
"i"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 9"	FALSE
"'n"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 10"	FALSE
"o"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 10"	FALSE
"m"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 10"	FALSE
"i"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 10"	FALSE
"'n"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 11"	FALSE
"o"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 11"	FALSE
"m"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 11"	FALSE
"i"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 11"	FALSE
"'n"	"ńomi"	NA	5.52836637047163	"ńomi"	"nɔmi"	"nomi 15"	FALSE
"o"	"ńomi"	NA	5.52836637047163	"ńomi"	"nɔmi"	"nomi 15"	FALSE
"m"	"ńomi"	NA	5.52836637047163	"ńomi"	"nɔmi"	"nomi 15"	FALSE
"i"	"ńomi"	NA	5.52836637047163	"ńomi"	"nɔmi"	"nomi 15"	FALSE
"'n"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 17"	FALSE
"o"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 17"	FALSE
"m"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 17"	FALSE
"i"	"ńomi"	NA	6.37047163362953	"ńomi"	"nɔmi"	"nomi 17"	FALSE
"'n"	"ńomi"	NA	8.6015037593985	"ńomi"	"nɔmi"	"nomi 25"	FALSE
"o"	"ńomi"	NA	8.6015037593985	"ńomi"	"nɔmi"	"nomi 25"	FALSE
"m"	"ńomi"	NA	8.6015037593985	"ńomi"	"nɔmi"	"nomi 25"	FALSE
"i"	"ńomi"	NA	8.6015037593985	"ńomi"	"nɔmi"	"nomi 25"	FALSE
"'n"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 23"	FALSE
"o"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 23"	FALSE
"m"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 23"	FALSE
"i"	"ńomi"	NA	5.79904306220096	"ńomi"	"nɔmi"	"nomi 23"	FALSE
"'n"	"ńomi"	NA	7.4066985645933	"ńomi"	"nɔmi"	"nomi 12"	FALSE
"o"	"ńomi"	NA	7.4066985645933	"ńomi"	"nɔmi"	"nomi 12"	FALSE
"m"	"ńomi"	NA	7.4066985645933	"ńomi"	"nɔmi"	"nomi 12"	FALSE
"i"	"ńomi"	NA	7.4066985645933	"ńomi"	"nɔmi"	"nomi 12"	FALSE
"'n"	"ńomi"	NA	5.19480519480519	"ńomi"	"nɔmi"	"nomi 6"	FALSE
"o"	"ńomi"	NA	5.19480519480519	"ńomi"	"nɔmi"	"nomi 6"	FALSE
"m"	"ńomi"	NA	5.19480519480519	"ńomi"	"nɔmi"	"nomi 6"	FALSE
"i"	"ńomi"	NA	5.19480519480519	"ńomi"	"nɔmi"	"nomi 6"	FALSE
"'n"	"ńomi"	NA	11.0321257689679	"ńomi"	"nɔmi"	"nomi 26"	FALSE
"o"	"ńomi"	NA	11.0321257689679	"ńomi"	"nɔmi"	"nomi 26"	FALSE
"m"	"ńomi"	NA	11.0321257689679	"ńomi"	"nɔmi"	"nomi 26"	FALSE
"i"	"ńomi"	NA	11.0321257689679	"ńomi"	"nɔmi"	"nomi 26"	FALSE
"'n"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 7"	FALSE
"o"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 7"	FALSE
"m"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 7"	FALSE
"i"	"ńomi"	NA	5.11278195488722	"ńomi"	"nɔmi"	"nomi 7"	FALSE
"'n"	"ńomi"	NA	10.1982228298018	"ńomi"	"nɔmi"	"nomi 3"	FALSE
"o"	"ńomi"	NA	10.1982228298018	"ńomi"	"nɔmi"	"nomi 3"	FALSE
"m"	"ńomi"	NA	10.1982228298018	"ńomi"	"nɔmi"	"nomi 3"	FALSE
"i"	"ńomi"	NA	10.1982228298018	"ńomi"	"nɔmi"	"nomi 3"	FALSE
"'n"	"ńomi"	NA	7.94258373205742	"ńomi"	"nɔmi"	"nomi 20"	FALSE
"o"	"ńomi"	NA	7.94258373205742	"ńomi"	"nɔmi"	"nomi 20"	FALSE
"m"	"ńomi"	NA	7.94258373205742	"ńomi"	"nɔmi"	"nomi 20"	FALSE
"i"	"ńomi"	NA	7.94258373205742	"ńomi"	"nɔmi"	"nomi 20"	FALSE
"'n"	"ńomi"	NA	7.12781954887218	"ńomi"	"nɔmi"	"nomi 4"	FALSE
"o"	"ńomi"	NA	7.12781954887218	"ńomi"	"nɔmi"	"nomi 4"	FALSE
"m"	"ńomi"	NA	7.12781954887218	"ńomi"	"nɔmi"	"nomi 4"	FALSE
"i"	"ńomi"	NA	7.12781954887218	"ńomi"	"nɔmi"	"nomi 4"	FALSE
"'n"	"ńomi"	NA	NA	"ńomi"	"nɔmi"	"nomi 18"	FALSE
"o"	"ńomi"	NA	NA	"ńomi"	"nɔmi"	"nomi 18"	FALSE
"m"	"ńomi"	NA	NA	"ńomi"	"nɔmi"	"nomi 18"	FALSE
"i"	"ńomi"	NA	NA	"ńomi"	"nɔmi"	"nomi 18"	FALSE
"'n"	"ńomi"	NA	8.51674641148325	"ńomi"	"nɔmi"	"nomi 8"	FALSE
"o"	"ńomi"	NA	8.51674641148325	"ńomi"	"nɔmi"	"nomi 8"	FALSE
"m"	"ńomi"	NA	8.51674641148325	"ńomi"	"nɔmi"	"nomi 8"	FALSE
"i"	"ńomi"	NA	8.51674641148325	"ńomi"	"nɔmi"	"nomi 8"	FALSE
"'n"	"ńomi"	NA	7.47505126452495	"ńomi"	"nɔmi"	"nomi 21"	FALSE
"o"	"ńomi"	NA	7.47505126452495	"ńomi"	"nɔmi"	"nomi 21"	FALSE
"m"	"ńomi"	NA	7.47505126452495	"ńomi"	"nɔmi"	"nomi 21"	FALSE
"i"	"ńomi"	NA	7.47505126452495	"ńomi"	"nɔmi"	"nomi 21"	FALSE
"'n"	"ńomi"	NA	7.49965823650034	"ńomi"	"nɔmi"	"nomi 19"	FALSE
"o"	"ńomi"	NA	7.49965823650034	"ńomi"	"nɔmi"	"nomi 19"	FALSE
"m"	"ńomi"	NA	7.49965823650034	"ńomi"	"nɔmi"	"nomi 19"	FALSE
"i"	"ńomi"	NA	7.49965823650034	"ńomi"	"nɔmi"	"nomi 19"	FALSE
"'n"	"ńomi"	NA	7.35475051264525	"ńomi"	"nɔmi"	"nomi 16"	FALSE
"o"	"ńomi"	NA	7.35475051264525	"ńomi"	"nɔmi"	"nomi 16"	FALSE
"m"	"ńomi"	NA	7.35475051264525	"ńomi"	"nɔmi"	"nomi 16"	FALSE
"i"	"ńomi"	NA	7.35475051264525	"ńomi"	"nɔmi"	"nomi 16"	FALSE
"'n"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"o"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"m"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"i"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"w"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"a"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"k"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"e"	"ńomiwake"	NA	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 19"	FALSE
"o"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"m"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"w"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"a"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"k"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"e"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"	TRUE
"o"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"	FALSE
"m"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"	FALSE
"i"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"	FALSE
"w"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"	FALSE
"a"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"	FALSE
