"target"	"target_word"	"mispronunciation"	"age"	"target_ortho"	"target_phono"	"tokid"	"meaningful"
"k"	"kamo"	NA	7.5434039644566	"kamo"	"kæmɔ"	"kamo 7"	FALSE
"a"	"kamo"	NA	7.5434039644566	"kamo"	"kæmɔ"	"kamo 7"	FALSE
"m"	"kamo"	NA	7.5434039644566	"kamo"	"kæmɔ"	"kamo 7"	FALSE
"o"	"kamo"	NA	7.5434039644566	"kamo"	"kæmɔ"	"kamo 7"	FALSE
"k"	"kamo"	NA	8	"kamo"	"kæmɔ"	"kamo 18"	FALSE
"a"	"kamo"	NA	8	"kamo"	"kæmɔ"	"kamo 18"	FALSE
"m"	"kamo"	NA	8	"kamo"	"kæmɔ"	"kamo 18"	FALSE
"o"	"kamo"	NA	8	"kamo"	"kæmɔ"	"kamo 18"	FALSE
"k"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 8"	FALSE
"a"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 8"	FALSE
"m"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 8"	FALSE
"o"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 8"	FALSE
"k"	"kamo"	"k3moyi"	7.25358851674641	"kamo"	"kæmɔ"	"kamo 5"	TRUE
"m"	"kamo"	"k3moyi"	7.25358851674641	"kamo"	"kæmɔ"	"kamo 5"	TRUE
"o"	"kamo"	"k3moyi"	7.25358851674641	"kamo"	"kæmɔ"	"kamo 5"	TRUE
"k"	"kamo"	NA	6.32399179767601	"kamo"	"kæmɔ"	"kamo 13"	FALSE
"a"	"kamo"	NA	6.32399179767601	"kamo"	"kæmɔ"	"kamo 13"	FALSE
"m"	"kamo"	NA	6.32399179767601	"kamo"	"kæmɔ"	"kamo 13"	FALSE
"o"	"kamo"	NA	6.32399179767601	"kamo"	"kæmɔ"	"kamo 13"	FALSE
"k"	"kamo"	NA	6.76965140123035	"kamo"	"kæmɔ"	"kamo 10"	FALSE
"a"	"kamo"	NA	6.76965140123035	"kamo"	"kæmɔ"	"kamo 10"	FALSE
"m"	"kamo"	NA	6.76965140123035	"kamo"	"kæmɔ"	"kamo 10"	FALSE
"o"	"kamo"	NA	6.76965140123035	"kamo"	"kæmɔ"	"kamo 10"	FALSE
"k"	"kamo"	NA	4.80109364319891	"kamo"	"kæmɔ"	"kamo 19"	FALSE
"a"	"kamo"	NA	4.80109364319891	"kamo"	"kæmɔ"	"kamo 19"	FALSE
"m"	"kamo"	NA	4.80109364319891	"kamo"	"kæmɔ"	"kamo 19"	FALSE
"o"	"kamo"	NA	4.80109364319891	"kamo"	"kæmɔ"	"kamo 19"	FALSE
"k"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 22"	FALSE
"a"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 22"	FALSE
"m"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 22"	FALSE
"o"	"kamo"	NA	7.20710868079289	"kamo"	"kæmɔ"	"kamo 22"	FALSE
"k"	"kamo"	NA	7.81134654818865	"kamo"	"kæmɔ"	"kamo 9"	FALSE
"a"	"kamo"	NA	7.81134654818865	"kamo"	"kæmɔ"	"kamo 9"	FALSE
"m"	"kamo"	NA	7.81134654818865	"kamo"	"kæmɔ"	"kamo 9"	FALSE
"o"	"kamo"	NA	7.81134654818865	"kamo"	"kæmɔ"	"kamo 9"	FALSE
"k"	"kamo"	"k3mo"	11.0321257689679	"kamo"	"kæmɔ"	"kamo 1"	TRUE
"m"	"kamo"	"k3mo"	11.0321257689679	"kamo"	"kæmɔ"	"kamo 1"	TRUE
"o"	"kamo"	"k3mo"	11.0321257689679	"kamo"	"kæmɔ"	"kamo 1"	TRUE
"k"	"kamo"	NA	7.37115516062885	"kamo"	"kæmɔ"	"kamo 16"	FALSE
"a"	"kamo"	NA	7.37115516062885	"kamo"	"kæmɔ"	"kamo 16"	FALSE
"m"	"kamo"	NA	7.37115516062885	"kamo"	"kæmɔ"	"kamo 16"	FALSE
"o"	"kamo"	NA	7.37115516062885	"kamo"	"kæmɔ"	"kamo 16"	FALSE
"k"	"kamo"	"k3mo"	7.35475051264525	"kamo"	"kæmɔ"	"kamo 2"	TRUE
"m"	"kamo"	"k3mo"	7.35475051264525	"kamo"	"kæmɔ"	"kamo 2"	TRUE
"o"	"kamo"	"k3mo"	7.35475051264525	"kamo"	"kæmɔ"	"kamo 2"	TRUE
"k"	"kamo"	NA	4.97881066302119	"kamo"	"kæmɔ"	"kamo 21"	FALSE
"a"	"kamo"	NA	4.97881066302119	"kamo"	"kæmɔ"	"kamo 21"	FALSE
"m"	"kamo"	NA	4.97881066302119	"kamo"	"kæmɔ"	"kamo 21"	FALSE
"o"	"kamo"	NA	4.97881066302119	"kamo"	"kæmɔ"	"kamo 21"	FALSE
"i"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 10"	TRUE
"k"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 11"	FALSE
"a"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 11"	FALSE
"'n"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 11"	FALSE
"i"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 11"	FALSE
"k"	"kańi"	NA	7.47505126452495	"kańi"	"kæni"	"kani 6"	FALSE
"a"	"kańi"	NA	7.47505126452495	"kańi"	"kæni"	"kani 6"	FALSE
"'n"	"kańi"	NA	7.47505126452495	"kańi"	"kæni"	"kani 6"	FALSE
"i"	"kańi"	NA	7.47505126452495	"kańi"	"kæni"	"kani 6"	FALSE
"k"	"kańi"	"k3ni"	6	"kańi"	"kæni"	"kani 27"	TRUE
"i"	"kańi"	"k3ni"	6	"kańi"	"kæni"	"kani 27"	TRUE
"k"	"kańi"	"keni"	9.09911141490089	"kańi"	"kæni"	"kani 8"	TRUE
"i"	"kańi"	"keni"	9.09911141490089	"kańi"	"kæni"	"kani 8"	TRUE
"k"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 18"	FALSE
"a"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 18"	FALSE
"'n"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 18"	FALSE
"i"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 18"	FALSE
"i"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 28"	TRUE
"k"	"kańi"	NA	6.76965140123035	"kańi"	"kæni"	"kani 25"	FALSE
"a"	"kańi"	NA	6.76965140123035	"kańi"	"kæni"	"kani 25"	FALSE
"'n"	"kańi"	NA	6.76965140123035	"kańi"	"kæni"	"kani 25"	FALSE
"i"	"kańi"	NA	6.76965140123035	"kańi"	"kæni"	"kani 25"	FALSE
"k"	"kańi"	NA	9.09911141490089	"kańi"	"kæni"	"kani 26"	FALSE
"a"	"kańi"	NA	9.09911141490089	"kańi"	"kæni"	"kani 26"	FALSE
"'n"	"kańi"	NA	9.09911141490089	"kańi"	"kæni"	"kani 26"	FALSE
"i"	"kańi"	NA	9.09911141490089	"kańi"	"kæni"	"kani 26"	FALSE
"k"	"kańi"	NA	5.27136021872864	"kańi"	"kæni"	"kani 24"	FALSE
"a"	"kańi"	NA	5.27136021872864	"kańi"	"kæni"	"kani 24"	FALSE
"'n"	"kańi"	NA	5.27136021872864	"kańi"	"kæni"	"kani 24"	FALSE
"i"	"kańi"	NA	5.27136021872864	"kańi"	"kæni"	"kani 24"	FALSE
"k"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 9"	FALSE
"a"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 9"	FALSE
"'n"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 9"	FALSE
"i"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 9"	FALSE
"k"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 13"	TRUE
"i"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 13"	TRUE
"k"	"kańi"	NA	7.37115516062885	"kańi"	"kæni"	"kani 16"	FALSE
"a"	"kańi"	NA	7.37115516062885	"kańi"	"kæni"	"kani 16"	FALSE
"'n"	"kańi"	NA	7.37115516062885	"kańi"	"kæni"	"kani 16"	FALSE
"i"	"kańi"	NA	7.37115516062885	"kańi"	"kæni"	"kani 16"	FALSE
"k"	"kańi"	"k"	9.09911141490089	"kańi"	"kæni"	"kani 21"	TRUE
"k"	"kańi"	"keni"	6	"kańi"	"kæni"	"kani 19"	TRUE
"i"	"kańi"	"keni"	6	"kańi"	"kæni"	"kani 19"	TRUE
"k"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 1"	TRUE
"i"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 1"	TRUE
"k"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 23"	FALSE
"a"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 23"	FALSE
"'n"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 23"	FALSE
"i"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 23"	FALSE
"k"	"kańi"	NA	5.09637730690362	"kańi"	"kæni"	"kani 14"	FALSE
"a"	"kańi"	NA	5.09637730690362	"kańi"	"kæni"	"kani 14"	FALSE
"'n"	"kańi"	NA	5.09637730690362	"kańi"	"kæni"	"kani 14"	FALSE
"i"	"kańi"	NA	5.09637730690362	"kańi"	"kæni"	"kani 14"	FALSE
"k"	"kańi"	NA	NA	"kańi"	"kæni"	"kani 15"	FALSE
"a"	"kańi"	NA	NA	"kańi"	"kæni"	"kani 15"	FALSE
"'n"	"kańi"	NA	NA	"kańi"	"kæni"	"kani 15"	FALSE
"i"	"kańi"	NA	NA	"kańi"	"kæni"	"kani 15"	FALSE
"k"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 7"	FALSE
"a"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 7"	FALSE
"'n"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 7"	FALSE
"i"	"kańi"	NA	4.97881066302119	"kańi"	"kæni"	"kani 7"	FALSE
"k"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 22"	FALSE
"a"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 22"	FALSE
"'n"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 22"	FALSE
"i"	"kańi"	NA	7.25358851674641	"kańi"	"kæni"	"kani 22"	FALSE
"k"	"kańi"	"k3ni"	3.91797676008202	"kańi"	"kæni"	"kani 12"	TRUE
"i"	"kańi"	"k3ni"	3.91797676008202	"kańi"	"kæni"	"kani 12"	TRUE
"k"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 5"	FALSE
"a"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 5"	FALSE
"'n"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 5"	FALSE
"i"	"kańi"	NA	6.10526315789474	"kańi"	"kæni"	"kani 5"	FALSE
"a"	"kańi"	"dani"	5.24128503075871	"kańi"	"kæni"	"kani 3"	TRUE
"i"	"kańi"	"dani"	5.24128503075871	"kańi"	"kæni"	"kani 3"	TRUE
"k"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 29"	FALSE
"a"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 29"	FALSE
"'n"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 29"	FALSE
"i"	"kańi"	NA	5.11278195488722	"kańi"	"kæni"	"kani 29"	FALSE
"k"	"kańi"	NA	7.81134654818865	"kańi"	"kæni"	"kani 17"	FALSE
"a"	"kańi"	NA	7.81134654818865	"kańi"	"kæni"	"kani 17"	FALSE
"'n"	"kańi"	NA	7.81134654818865	"kańi"	"kæni"	"kani 17"	FALSE
"i"	"kańi"	NA	7.81134654818865	"kańi"	"kæni"	"kani 17"	FALSE
"k"	"kańi"	"k3ni"	7.12781954887218	"kańi"	"kæni"	"kani 20"	TRUE
"i"	"kańi"	"k3ni"	7.12781954887218	"kańi"	"kæni"	"kani 20"	TRUE
"k"	"kańi"	"k3ni"	6.88448393711552	"kańi"	"kæni"	"kani 2"	TRUE
"i"	"kańi"	"k3ni"	6.88448393711552	"kańi"	"kæni"	"kani 2"	TRUE
"k"	"kańi"	NA	8.51674641148325	"kańi"	"kæni"	"kani 4"	FALSE
"a"	"kańi"	NA	8.51674641148325	"kańi"	"kæni"	"kani 4"	FALSE
"'n"	"kańi"	NA	8.51674641148325	"kańi"	"kæni"	"kani 4"	FALSE
"i"	"kańi"	NA	8.51674641148325	"kańi"	"kæni"	"kani 4"	FALSE
"k"	"kipo"	NA	4.97881066302119	"kipo"	"kipɔ"	"kipo 12"	FALSE
"i"	"kipo"	NA	4.97881066302119	"kipo"	"kipɔ"	"kipo 12"	FALSE
"p"	"kipo"	NA	4.97881066302119	"kipo"	"kipɔ"	"kipo 12"	FALSE
"o"	"kipo"	NA	4.97881066302119	"kipo"	"kipɔ"	"kipo 12"	FALSE
"k"	"kipo"	NA	5.27136021872864	"kipo"	"kipɔ"	"kipo 20"	FALSE
"i"	"kipo"	NA	5.27136021872864	"kipo"	"kipɔ"	"kipo 20"	FALSE
"p"	"kipo"	NA	5.27136021872864	"kipo"	"kipɔ"	"kipo 20"	FALSE
"o"	"kipo"	NA	5.27136021872864	"kipo"	"kipɔ"	"kipo 20"	FALSE
"k"	"kipo"	NA	10.1982228298018	"kipo"	"kipɔ"	"kipo 16"	FALSE
"i"	"kipo"	NA	10.1982228298018	"kipo"	"kipɔ"	"kipo 16"	FALSE
"p"	"kipo"	NA	10.1982228298018	"kipo"	"kipɔ"	"kipo 16"	FALSE
"o"	"kipo"	NA	10.1982228298018	"kipo"	"kipɔ"	"kipo 16"	FALSE
"k"	"kipo"	NA	6.10526315789474	"kipo"	"kipɔ"	"kipo 19"	FALSE
"i"	"kipo"	NA	6.10526315789474	"kipo"	"kipɔ"	"kipo 19"	FALSE
"p"	"kipo"	NA	6.10526315789474	"kipo"	"kipɔ"	"kipo 19"	FALSE
"o"	"kipo"	NA	6.10526315789474	"kipo"	"kipɔ"	"kipo 19"	FALSE
"i"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 17"	TRUE
"p"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 17"	TRUE
"o"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 17"	TRUE
"k"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 2"	FALSE
"i"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 2"	FALSE
"p"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 2"	FALSE
"o"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 2"	FALSE
"k"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 1"	FALSE
"i"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 1"	FALSE
"p"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 1"	FALSE
"o"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 1"	FALSE
"i"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 18"	TRUE
"p"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 18"	TRUE
"o"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 18"	TRUE
"k"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 22"	FALSE
"i"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 22"	FALSE
"p"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 22"	FALSE
"o"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 22"	FALSE
"k"	"kipo"	NA	5.64046479835954	"kipo"	"kipɔ"	"kipo 4"	FALSE
"i"	"kipo"	NA	5.64046479835954	"kipo"	"kipɔ"	"kipo 4"	FALSE
"p"	"kipo"	NA	5.64046479835954	"kipo"	"kipɔ"	"kipo 4"	FALSE
"o"	"kipo"	NA	5.64046479835954	"kipo"	"kipɔ"	"kipo 4"	FALSE
"k"	"kipo"	NA	8.03280929596719	"kipo"	"kipɔ"	"kipo 11"	FALSE
"i"	"kipo"	NA	8.03280929596719	"kipo"	"kipɔ"	"kipo 11"	FALSE
"p"	"kipo"	NA	8.03280929596719	"kipo"	"kipɔ"	"kipo 11"	FALSE
"o"	"kipo"	NA	8.03280929596719	"kipo"	"kipɔ"	"kipo 11"	FALSE
"k"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 10"	FALSE
"i"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 10"	FALSE
"p"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 10"	FALSE
"o"	"kipo"	NA	7.49965823650034	"kipo"	"kipɔ"	"kipo 10"	FALSE
"i"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 6"	TRUE
"p"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 6"	TRUE
"o"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 6"	TRUE
"k"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 23"	FALSE
"i"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 23"	FALSE
"p"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 23"	FALSE
"o"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 23"	FALSE
"k"	"kipo"	NA	7.28366370471634	"kipo"	"kipɔ"	"kipo 25"	FALSE
"i"	"kipo"	NA	7.28366370471634	"kipo"	"kipɔ"	"kipo 25"	FALSE
"p"	"kipo"	NA	7.28366370471634	"kipo"	"kipɔ"	"kipo 25"	FALSE
"o"	"kipo"	NA	7.28366370471634	"kipo"	"kipɔ"	"kipo 25"	FALSE
"k"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 3"	FALSE
"i"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 3"	FALSE
"p"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 3"	FALSE
"o"	"kipo"	NA	6.37047163362953	"kipo"	"kipɔ"	"kipo 3"	FALSE
"k"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 27"	FALSE
"i"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 27"	FALSE
"p"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 27"	FALSE
"o"	"kipo"	NA	5.11278195488722	"kipo"	"kipɔ"	"kipo 27"	FALSE
"k"	"kipo"	NA	7.20710868079289	"kipo"	"kipɔ"	"kipo 24"	FALSE
"i"	"kipo"	NA	7.20710868079289	"kipo"	"kipɔ"	"kipo 24"	FALSE
"p"	"kipo"	NA	7.20710868079289	"kipo"	"kipɔ"	"kipo 24"	FALSE
"o"	"kipo"	NA	7.20710868079289	"kipo"	"kipɔ"	"kipo 24"	FALSE
"i"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 15"	TRUE
"p"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 15"	TRUE
"o"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 15"	TRUE
"k"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 9"	FALSE
"i"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 9"	FALSE
"p"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 9"	FALSE
"o"	"kipo"	NA	5.7799043062201	"kipo"	"kipɔ"	"kipo 9"	FALSE
"k"	"kipo"	NA	5.79904306220096	"kipo"	"kipɔ"	"kipo 14"	FALSE
"i"	"kipo"	NA	5.79904306220096	"kipo"	"kipɔ"	"kipo 14"	FALSE
"p"	"kipo"	NA	5.79904306220096	"kipo"	"kipɔ"	"kipo 14"	FALSE
"o"	"kipo"	NA	5.79904306220096	"kipo"	"kipɔ"	"kipo 14"	FALSE
"i"	"kipo"	"tipo"	6	"kipo"	"kipɔ"	"kipo 21"	TRUE
"p"	"kipo"	"tipo"	6	"kipo"	"kipɔ"	"kipo 21"	TRUE
"o"	"kipo"	"tipo"	6	"kipo"	"kipɔ"	"kipo 21"	TRUE
"k"	"kipo"	NA	5.09637730690362	"kipo"	"kipɔ"	"kipo 7"	FALSE
"i"	"kipo"	NA	5.09637730690362	"kipo"	"kipɔ"	"kipo 7"	FALSE
"p"	"kipo"	NA	5.09637730690362	"kipo"	"kipɔ"	"kipo 7"	FALSE
"o"	"kipo"	NA	5.09637730690362	"kipo"	"kipɔ"	"kipo 7"	FALSE
"k"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 8"	FALSE
"i"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 8"	FALSE
"p"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 8"	FALSE
"o"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 8"	FALSE
"i"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 26"	TRUE
"p"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 26"	TRUE
"o"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 26"	TRUE
"k"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 5"	FALSE
"i"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 5"	FALSE
"p"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 5"	FALSE
"o"	"kipo"	NA	NA	"kipo"	"kipɔ"	"kipo 5"	FALSE
"i"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 13"	TRUE
"p"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 13"	TRUE
"o"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 13"	TRUE
":â"	"P5"	"d5"	NA	"kp:ââ"	"kpɑ̃ː"	"kp_aa 23"	TRUE
"kp"	"P5"	NA	5.79904306220096	"kp:ââ"	"kpɑ̃ː"	"kp_aa 28"	FALSE
":â"	"P5"	NA	5.79904306220096	"kp:ââ"	"kpɑ̃ː"	"kp_aa 28"	FALSE
"kp"	"P5"	NA	NA	"kp:ââ"	"kpɑ̃ː"	"kp_aa 14"	FALSE
":â"	"P5"	NA	NA	"kp:ââ"	"kpɑ̃ː"	"kp_aa 14"	FALSE
":â"	"P5"	"d5"	6.32399179767601	"kp:ââ"	"kpɑ̃ː"	"kp_aa 18"	TRUE
":â"	"P5"	"t5"	7.47505126452495	"kp:ââ"	"kpɑ̃ː"	"kp_aa 41"	TRUE
"kp"	"P5"	NA	7.49965823650034	"kp:ââ"	"kpɑ̃ː"	"kp_aa 32"	FALSE
":â"	"P5"	NA	7.49965823650034	"kp:ââ"	"kpɑ̃ː"	"kp_aa 32"	FALSE
"kp"	"P5"	"Po"	7.20710868079289	"kp:ââ"	"kpɑ̃ː"	"kp_aa 15"	TRUE
"kp"	"P5"	NA	7.4066985645933	"kp:ââ"	"kpɑ̃ː"	"kp_aa 10"	FALSE
":â"	"P5"	NA	7.4066985645933	"kp:ââ"	"kpɑ̃ː"	"kp_aa 10"	FALSE
"kp"	"P5"	NA	8.51674641148325	"kp:ââ"	"kpɑ̃ː"	"kp_aa 1"	FALSE
":â"	"P5"	NA	8.51674641148325	"kp:ââ"	"kpɑ̃ː"	"kp_aa 1"	FALSE
":â"	"P5"	"k5"	7.47505126452495	"kp:ââ"	"kpɑ̃ː"	"kp_aa 4"	TRUE
":â"	"P5"	"!5"	7.28366370471634	"kp:ââ"	"kpɑ̃ː"	"kp_aa 29"	TRUE
":â"	"P5"	"t5"	8.6015037593985	"kp:ââ"	"kpɑ̃ː"	"kp_aa 25"	TRUE
":â"	"P5"	"!5"	8.03280929596719	"kp:ââ"	"kpɑ̃ː"	"kp_aa 9"	TRUE
"kp"	"P5"	NA	5.19480519480519	"kp:ââ"	"kpɑ̃ː"	"kp_aa 27"	FALSE
":â"	"P5"	NA	5.19480519480519	"kp:ââ"	"kpɑ̃ː"	"kp_aa 27"	FALSE
"kp"	"P5"	NA	8	"kp:ââ"	"kpɑ̃ː"	"kp_aa 13"	FALSE
":â"	"P5"	NA	8	"kp:ââ"	"kpɑ̃ː"	"kp_aa 13"	FALSE
":â"	"P5"	"k5"	7.47505126452495	"kp:ââ"	"kpɑ̃ː"	"kp_aa 19"	TRUE
"kp"	"P5"	NA	5.7799043062201	"kp:ââ"	"kpɑ̃ː"	"kp_aa 31"	FALSE
":â"	"P5"	NA	5.7799043062201	"kp:ââ"	"kpɑ̃ː"	"kp_aa 31"	FALSE
":â"	"P5"	"t5"	7.47505126452495	"kp:ââ"	"kpɑ̃ː"	"kp_aa 24"	TRUE
"kp"	"P5"	NA	10.1982228298018	"kp:ââ"	"kpɑ̃ː"	"kp_aa 11"	FALSE
":â"	"P5"	NA	10.1982228298018	"kp:ââ"	"kpɑ̃ː"	"kp_aa 11"	FALSE
":â"	"P5"	"d5"	5.24128503075871	"kp:ââ"	"kpɑ̃ː"	"kp_aa 33"	TRUE
"kp"	"P5"	NA	7.25358851674641	"kp:ââ"	"kpɑ̃ː"	"kp_aa 26"	FALSE
":â"	"P5"	NA	7.25358851674641	"kp:ââ"	"kpɑ̃ː"	"kp_aa 26"	FALSE
":â"	"P5"	"w5"	5.24128503075871	"kp:ââ"	"kpɑ̃ː"	"kp_aa 20"	TRUE
":â"	"P5"	"d5"	5.24128503075871	"kp:ââ"	"kpɑ̃ː"	"kp_aa 5"	TRUE
"kp"	"P5"	NA	6.76965140123035	"kp:ââ"	"kpɑ̃ː"	"kp_aa 30"	FALSE
":â"	"P5"	NA	6.76965140123035	"kp:ââ"	"kpɑ̃ː"	"kp_aa 30"	FALSE
"kp"	"P5"	"Po"	7.20710868079289	"kp:ââ"	"kpɑ̃ː"	"kp_aa 39"	TRUE
":â"	"P5"	"t5"	NA	"kp:ââ"	"kpɑ̃ː"	"kp_aa 3"	TRUE
"kp"	"P5"	NA	8.30895420369105	"kp:ââ"	"kpɑ̃ː"	"kp_aa 21"	FALSE
":â"	"P5"	NA	8.30895420369105	"kp:ââ"	"kpɑ̃ː"	"kp_aa 21"	FALSE
"kp"	"P5"	NA	9.52563226247437	"kp:ââ"	"kpɑ̃ː"	"kp_aa 22"	FALSE
":â"	"P5"	NA	9.52563226247437	"kp:ââ"	"kpɑ̃ː"	"kp_aa 22"	FALSE
"kp"	"P5"	NA	7.94258373205742	"kp:ââ"	"kpɑ̃ː"	"kp_aa 8"	FALSE
":â"	"P5"	NA	7.94258373205742	"kp:ââ"	"kpɑ̃ː"	"kp_aa 8"	FALSE
":â"	"P5"	"d5"	7.25358851674641	"kp:ââ"	"kpɑ̃ː"	"kp_aa 40"	TRUE
"kp"	"P5"	NA	7.5434039644566	"kp:ââ"	"kpɑ̃ː"	"kp_aa 17"	FALSE
":â"	"P5"	NA	7.5434039644566	"kp:ââ"	"kpɑ̃ː"	"kp_aa 17"	FALSE
":â"	"P5"	"d5"	7.25358851674641	"kp:ââ"	"kpɑ̃ː"	"kp_aa 38"	TRUE
