row;annotator;date;token;item;correct;mispronunciation;meaning;comment
1529;DY;26-Sep-19;41;task4;NA;paa;walk;
1530;DY;26-Sep-19;42;task4;NA;taa;bushknife/arrives;
1531;DY;26-Sep-19;43;task4;NA;taa;bushknife/arrives;
1532;DY;26-Sep-19;44;task4;NA;tpaa;turn over;
1533;DY;26-Sep-19;45;task4;NA;tpaa;turn over;
1534;DY;26-Sep-19;46;task4;NA;dp:ee;bring something down;
1535;DY;26-Sep-19;47;task4;NA;t:aa;betelnut;
1536;DY;26-Sep-19;48;task4;NA;daa;not;
1537;DY;26-Sep-19;49;task4;NA;paa;walk;
1538;DY;26-Sep-19;50;task4;NA;kn:ââ;butt;
1539;DY;26-Sep-19;51;task4;NA;te;fish;
1540;DY;26-Sep-19;52;task4;NA;tââ;high up;
1541;DY;26-Sep-19;53;task4;NA;te;fish;
1542;DY;26-Sep-19;54;task4;NA;dp:a;0;
1543;DY;26-Sep-19;55;task4;NA;dp:a;0;
1544;DY;26-Sep-19;56;task4;NA;dp:a;0;
1545;DY;26-Sep-19;57;task4;NA;dp:a;0;
1546;DY;26-Sep-19;58;task4;NA;tpaa;turn over;
1547;DY;26-Sep-19;59;task4;NA;tp:a;0;
1548;DY;26-Sep-19;60;task4;NA;d:aa;wax;
1549;DY;26-Sep-19;61;task4;NA;tpee;push/hold tight/some;
1550;DY;26-Sep-19;62;task4;NA;tpaa;turn over;
1551;DY;26-Sep-19;63;task4;NA;te;fish;
1552;DY;26-Sep-19;64;task4;NA;taa;bushknife/arrives;
1553;DY;26-Sep-19;65;task4;NA;te;fish;
1554;DY;26-Sep-19;66;task4;NA;taa;bushknife/arrives;
1555;DY;26-Sep-19;67;task4;NA;t:aa;betelnut;
1556;DY;26-Sep-19;68;task4;NA;d:êê;write;
1557;DY;26-Sep-19;69;task4;NA;d:êê;write;
1558;DY;26-Sep-19;70;task4;NA;taa;bushknife/arrives;
1559;DY;26-Sep-19;71;task4;NA;tp:ee;small boy;
1560;DY;26-Sep-19;72;task4;NA;tpaa;turn over;
1561;DY;26-Sep-19;73;task4;NA;tpaa;turn over;
1562;DY;26-Sep-19;74;task4;NA;t:aa;betelnut;
1563;DY;26-Sep-19;75;task4;NA;t:aa;betelnut;
1564;DY;26-Sep-19;76;task4;NA;t:ââ;flood/wait for something;
1565;DY;26-Sep-19;77;task4;NA;t:ââ;flood/wait for something;
1566;DY;26-Sep-19;78;task4;NA;km:oo;stomach;
1567;DY;26-Sep-19;79;task4;NA;tpaa;turn over;
1568;DY;26-Sep-19;80;task4;NA;tpaa;turn over;
1569;DY;26-Sep-19;81;task4;NA;d:aa;wax;
1570;DY;26-Sep-19;82;task4;NA;tpaa;turn over;
1571;DY;26-Sep-19;83;task4;NA;taa;bushknife/arrives;
1572;DY;26-Sep-19;84;task4;NA;km:oo;stomach;
1573;DY;26-Sep-19;85;task4;NA;tp:ee;small boy;
1574;DY;26-Sep-19;86;task4;NA;te;fish;
1575;DY;26-Sep-19;87;task4;NA;te;fish;
1576;DY;26-Sep-19;88;task4;NA;t:aa;betelnut;
1577;DY;26-Sep-19;89;task4;NA;che;digging;
1578;DY;26-Sep-19;90;task4;NA;te;fish;
1579;DY;26-Sep-19;91;task4;NA;te;fish;
1580;DY;26-Sep-19;92;task4;NA;te;fish;
1581;DY;26-Sep-19;93;task4;NA;t:ââ;flood/wait for something;
