"target"	"realization"	"target_word"	"mispronunciation"	"age"	"target_ortho"	"target_phono"	"tokid"
"dp"	"ly"	"/i"	"xE"	6.88448393711552	"dpi"	"ṭpi"	"dpi 11"
"i"	"é"	"/i"	"xE"	6.88448393711552	"dpi"	"ṭpi"	"dpi 11"
"dp"	"ly"	"/i"	"xi"	4.97881066302119	"dpi"	"ṭpi"	"dpi 12"
"dp"	"ly"	"/i"	"xi"	7.37115516062885	"dpi"	"ṭpi"	"dpi 30"
"dp"	"ly"	"/i"	"xE"	6.88448393711552	"dpi"	"ṭpi"	"dpi 9"
"i"	"é"	"/i"	"xE"	6.88448393711552	"dpi"	"ṭpi"	"dpi 9"
"dp"	"ly"	"/i"	"xi"	9.09911141490089	"dpi"	"ṭpi"	"dpi 10"
"dp"	"tp"	"/i"	":i"	5.64046479835954	"dpi"	"ṭpi"	"dpi 7"
"dp"	"ly"	"/i"	"xi"	NA	"dpi"	"ṭpi"	"dpi 37"
"dp"	"ch"	"/i"	"ti"	5.64046479835954	"dpi"	"ṭpi"	"dpi 33"
"dp"	"ly"	"/i"	"xi"	6.37047163362953	"dpi"	"ṭpi"	"dpi 38"
"dp"	"d"	"/i"	"d8"	6	"dpi"	"ṭpi"	"dpi 19"
"i"	"î"	"/i"	"d8"	6	"dpi"	"ṭpi"	"dpi 19"
"dp"	"tp"	"/i"	":i"	4.97881066302119	"dpi"	"ṭpi"	"dpi 5"
"dp"	"ly"	"/i"	"xE"	9.09911141490089	"dpi"	"ṭpi"	"dpi 13"
"i"	"é"	"/i"	"xE"	9.09911141490089	"dpi"	"ṭpi"	"dpi 13"
"dp"	"d"	"/i"	"dE"	11.0321257689679	"dpi"	"ṭpi"	"dpi 21"
"i"	"é"	"/i"	"dE"	11.0321257689679	"dpi"	"ṭpi"	"dpi 21"
"dp"	"ly"	"/i"	"xE"	NA	"dpi"	"ṭpi"	"dpi 14"
"i"	"é"	"/i"	"xE"	NA	"dpi"	"ṭpi"	"dpi 14"
"dp"	"ly"	"/i"	"xi"	9.09911141490089	"dpi"	"ṭpi"	"dpi 35"
"dp"	"ly"	"/i"	"xE"	9.09911141490089	"dpi"	"ṭpi"	"dpi 16"
"i"	"é"	"/i"	"xE"	9.09911141490089	"dpi"	"ṭpi"	"dpi 16"
"dp"	"d"	"/i"	"d8"	11.0321257689679	"dpi"	"ṭpi"	"dpi 26"
"i"	"î"	"/i"	"d8"	11.0321257689679	"dpi"	"ṭpi"	"dpi 26"
"dp"	"d"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 24"
"i"	"é"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 24"
"dp"	"p"	"/i"	"pE"	7.60628844839371	"dpi"	"ṭpi"	"dpi 23"
"i"	"é"	"/i"	"pE"	7.60628844839371	"dpi"	"ṭpi"	"dpi 23"
"dp"	"ly"	"/i"	"xE"	7.81134654818865	"dpi"	"ṭpi"	"dpi 6"
"i"	"é"	"/i"	"xE"	7.81134654818865	"dpi"	"ṭpi"	"dpi 6"
"dp"	"ch"	"/i"	"ti"	4.80109364319891	"dpi"	"ṭpi"	"dpi 8"
"dp"	"d"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 2"
"i"	"é"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 2"
"dp"	"ly"	"/i"	"xi"	9.09911141490089	"dpi"	"ṭpi"	"dpi 4"
"dp"	"d"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 31"
"i"	"é"	"/i"	"dE"	6	"dpi"	"ṭpi"	"dpi 31"
"dp"	"ly"	"/i"	"xi"	7.60628844839371	"dpi"	"ṭpi"	"dpi 15"
"dp"	"ly"	"/i"	"xi"	5.27136021872864	"dpi"	"ṭpi"	"dpi 1"
"dp"	"d"	"/i"	"d8"	11.0321257689679	"dpi"	"ṭpi"	"dpi 18"
"i"	"î"	"/i"	"d8"	11.0321257689679	"dpi"	"ṭpi"	"dpi 18"
"dp"	"ly"	"/i"	"xi"	4.97881066302119	"dpi"	"ṭpi"	"dpi 28"
"dp"	"ly"	"/i"	"xi"	6.10526315789474	"dpi"	"ṭpi"	"dpi 39"
"dp"	"ly"	"/i"	"xi"	4.97881066302119	"dpi"	"ṭpi"	"dpi 34"
"dp"	"ch"	"/i"	"ti"	5.64046479835954	"dpi"	"ṭpi"	"dpi 36"
"dp"	"p"	"/i"	"pi"	7.35475051264525	"dpi"	"ṭpi"	"dpi 22"
"dp"	"ly"	"/i"	"xi"	5.11278195488722	"dpi"	"ṭpi"	"dpi 17"
"dp"	"ly"	"/i"	"xi"	4.97881066302119	"dpi"	"ṭpi"	"dpi 3"
"dp"	"p"	"/i"	"pE"	4.80109364319891	"dpi"	"ṭpi"	"dpi 29"
"i"	"é"	"/i"	"pE"	4.80109364319891	"dpi"	"ṭpi"	"dpi 29"
"dp"	"ly"	"/i"	"xE"	5.27136021872864	"dpi"	"ṭpi"	"dpi 32"
"i"	"é"	"/i"	"xE"	5.27136021872864	"dpi"	"ṭpi"	"dpi 32"
"dp"	"d"	"/i"	"d8"	5.11278195488722	"dpi"	"ṭpi"	"dpi 25"
"i"	"î"	"/i"	"d8"	5.11278195488722	"dpi"	"ṭpi"	"dpi 25"
"dp"	"ch"	"/u"	"tu"	6.76965140123035	"dpu"	"ṭpu"	"dpu 43"
"u"	"î"	"/u"	"/8"	5.52836637047163	"dpu"	"ṭpu"	"dpu 48"
"dp"	"d"	"/u"	"du"	5.24128503075871	"dpu"	"ṭpu"	"dpu 34"
"dp"	"d"	"/u"	"du"	5.19480519480519	"dpu"	"ṭpu"	"dpu 38"
"dp"	"d"	"/u"	"du"	8	"dpu"	"ṭpu"	"dpu 39"
"dp"	"d"	"/u"	"dO"	7.28366370471634	"dpu"	"ṭpu"	"dpu 30"
"u"	"ó"	"/u"	"dO"	7.28366370471634	"dpu"	"ṭpu"	"dpu 30"
"dp"	"d"	"/u"	"du"	8.03280929596719	"dpu"	"ṭpu"	"dpu 17"
"dp"	"d"	"/u"	"du"	7.47505126452495	"dpu"	"ṭpu"	"dpu 12"
"dp"	"d"	"/u"	"du"	8.6015037593985	"dpu"	"ṭpu"	"dpu 10"
"dp"	"d"	"/u"	"du"	5.52836637047163	"dpu"	"ṭpu"	"dpu 6"
"dp"	"ch"	"/u"	"tO"	7.94258373205742	"dpu"	"ṭpu"	"dpu 40"
"u"	"ó"	"/u"	"tO"	7.94258373205742	"dpu"	"ṭpu"	"dpu 40"
"dp"	"d"	"/u"	"du"	8.6015037593985	"dpu"	"ṭpu"	"dpu 46"
"dp"	"d"	"/u"	"du"	5.79904306220096	"dpu"	"ṭpu"	"dpu 47"
"dp"	"d"	"/u"	"dO"	8.6015037593985	"dpu"	"ṭpu"	"dpu 29"
"u"	"ó"	"/u"	"dO"	8.6015037593985	"dpu"	"ṭpu"	"dpu 29"
"dp"	"d"	"/u"	"dO"	6.76965140123035	"dpu"	"ṭpu"	"dpu 31"
"u"	"ó"	"/u"	"dO"	6.76965140123035	"dpu"	"ṭpu"	"dpu 31"
"dp"	"d"	"/u"	"du"	8.03280929596719	"dpu"	"ṭpu"	"dpu 22"
"dp"	"d"	"/u"	"du"	7.47505126452495	"dpu"	"ṭpu"	"dpu 16"
"dp"	"d"	"/u"	"dO"	5.52836637047163	"dpu"	"ṭpu"	"dpu 28"
"u"	"ó"	"/u"	"dO"	5.52836637047163	"dpu"	"ṭpu"	"dpu 28"
"dp"	"ly"	"/u"	"xu"	5.7799043062201	"dpu"	"ṭpu"	"dpu 20"
"dp"	"d"	"/u"	"du"	8.6015037593985	"dpu"	"ṭpu"	"dpu 15"
"dp"	"ch"	"/u"	"tO"	6.76965140123035	"dpu"	"ṭpu"	"dpu 13"
"u"	"ó"	"/u"	"tO"	6.76965140123035	"dpu"	"ṭpu"	"dpu 13"
"dp"	"ch"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 14"
"u"	"ó"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 14"
"dp"	"d"	"/u"	"di"	8.6015037593985	"dpu"	"ṭpu"	"dpu 45"
"u"	"i"	"/u"	"di"	8.6015037593985	"dpu"	"ṭpu"	"dpu 45"
"dp"	"d"	"/u"	"du"	8.03280929596719	"dpu"	"ṭpu"	"dpu 33"
"dp"	"d"	"/u"	"du"	8.03280929596719	"dpu"	"ṭpu"	"dpu 35"
"dp"	"d"	"/u"	"du"	5.52836637047163	"dpu"	"ṭpu"	"dpu 2"
"dp"	"d"	"/u"	"du"	8.30895420369105	"dpu"	"ṭpu"	"dpu 18"
"dp"	"d"	"/u"	"du"	8.03280929596719	"dpu"	"ṭpu"	"dpu 8"
"u"	"î"	"/u"	"/8/8"	8	"dpu"	"ṭpu"	"dpu 21"
"dp"	"d"	"/u"	"du"	7.28366370471634	"dpu"	"ṭpu"	"dpu 32"
"dp"	"d"	"/u"	"du"	5.52836637047163	"dpu"	"ṭpu"	"dpu 42"
"dp"	"ch"	"/u"	"tu"	3.91797676008202	"dpu"	"ṭpu"	"dpu 44"
"dp"	"d"	"/u"	"du"	6.76965140123035	"dpu"	"ṭpu"	"dpu 37"
"dp"	"ch"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 36"
"u"	"ó"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 36"
"dp"	"tp"	"/u"	":u"	7.4066985645933	"dpu"	"ṭpu"	"dpu 49"
"dp"	"d"	"/u"	"du"	6.32399179767601	"dpu"	"ṭpu"	"dpu 4"
"dp"	"ch"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 7"
"u"	"ó"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 7"
"dp"	"ch"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 41"
"u"	"ó"	"/u"	"tO"	3.91797676008202	"dpu"	"ṭpu"	"dpu 41"
":â"	":a"	"H5"	"H3"	5.79904306220096	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 33"
":â"	":ê"	"H5"	"H4"	7.20710868079289	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 9"
"gh"	"kn"	"H5"	"!5"	7.47505126452495	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 8"
":â"	":ê"	"H5"	"H4"	7.47505126452495	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 29"
"gh"	"w"	"H5"	"w5"	7.28366370471634	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 20"
":â"	"e"	"H5"	"He"	6.32399179767601	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 31"
":â"	"ó"	"H5"	"HO"	8.03280929596719	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 22"
":â"	":ê"	"H5"	"H4"	8	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 13"
"gh"	"w"	"H5"	"w5"	5.52836637047163	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 26"
":â"	"e"	"H5"	"He"	6.32399179767601	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 16"
":â"	":ê"	"H5"	"H4"	8	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 7"
":â"	":a"	"H5"	"H3"	5.19480519480519	"gh:ââ"	"ɣ̃ɑː"	"gh_aa 17"
"u"	"ê"	"Hu"	"H9"	5.09637730690362	"ghuu"	"ɣuː"	"ghuu 4"
"u"	"ê"	"Hu"	"H9"	7.35475051264525	"ghuu"	"ɣuː"	"ghuu 29"
"u"	"ê"	"Hu"	"H9"	7.35475051264525	"ghuu"	"ɣuː"	"ghuu 23"
"u"	"ê"	"Hu"	"H9"	NA	"ghuu"	"ɣuː"	"ghuu 19"
"u"	"ê"	"Hu"	"H9"	7.35475051264525	"ghuu"	"ɣuː"	"ghuu 22"
"u"	"ê"	"Hu"	"H9"	6.37047163362953	"ghuu"	"ɣuː"	"ghuu 16"
"u"	"ê"	"Hu"	"H9"	4.97881066302119	"ghuu"	"ɣuː"	"ghuu 5"
"u"	"ê"	"Hu"	"H9"	6.10526315789474	"ghuu"	"ɣuː"	"ghuu 11"
"u"	"ê"	"Hu"	"H9"	7.81134654818865	"ghuu"	"ɣuː"	"ghuu 6"
"u"	"ê"	"Hu"	"H9"	6.37047163362953	"ghuu"	"ɣuː"	"ghuu 28"
"a"	":a"	"kamo"	"k3moyi"	7.25358851674641	"kamo"	"kæmɔ"	"kamo 5"
"a"	":a"	"kamo"	"k3mo"	11.0321257689679	"kamo"	"kæmɔ"	"kamo 1"
"a"	":a"	"kamo"	"k3mo"	7.35475051264525	"kamo"	"kæmɔ"	"kamo 2"
"k"	"d"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 10"
"a"	"e"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 10"
"'n"	"n"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 10"
"a"	":a"	"kańi"	"k3ni"	6	"kańi"	"kæni"	"kani 27"
"'n"	"n"	"kańi"	"k3ni"	6	"kańi"	"kæni"	"kani 27"
"a"	"e"	"kańi"	"keni"	9.09911141490089	"kańi"	"kæni"	"kani 8"
"'n"	"n"	"kańi"	"keni"	9.09911141490089	"kańi"	"kæni"	"kani 8"
"k"	"d"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 28"
"a"	"e"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 28"
"'n"	"n"	"kańi"	"deni"	4.80109364319891	"kańi"	"kæni"	"kani 28"
"a"	":a"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 13"
"'n"	"n"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 13"
"a"	"e"	"kańi"	"keni"	6	"kańi"	"kæni"	"kani 19"
"'n"	"n"	"kańi"	"keni"	6	"kańi"	"kæni"	"kani 19"
"a"	":a"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 1"
"'n"	"n"	"kańi"	"k3ni"	7.20710868079289	"kańi"	"kæni"	"kani 1"
"a"	":a"	"kańi"	"k3ni"	3.91797676008202	"kańi"	"kæni"	"kani 12"
"'n"	"n"	"kańi"	"k3ni"	3.91797676008202	"kańi"	"kæni"	"kani 12"
"k"	"d"	"kańi"	"dani"	5.24128503075871	"kańi"	"kæni"	"kani 3"
"'n"	"n"	"kańi"	"dani"	5.24128503075871	"kańi"	"kæni"	"kani 3"
"a"	":a"	"kańi"	"k3ni"	7.12781954887218	"kańi"	"kæni"	"kani 20"
"'n"	"n"	"kańi"	"k3ni"	7.12781954887218	"kańi"	"kæni"	"kani 20"
"a"	":a"	"kańi"	"k3ni"	6.88448393711552	"kańi"	"kæni"	"kani 2"
"'n"	"n"	"kańi"	"k3ni"	6.88448393711552	"kańi"	"kæni"	"kani 2"
"k"	"d"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 17"
"k"	"ch"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 18"
"k"	"ch"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 6"
"k"	"d"	"kipo"	"dipo"	6	"kipo"	"kipɔ"	"kipo 15"
"k"	"ch"	"kipo"	"tipo"	6	"kipo"	"kipɔ"	"kipo 21"
"k"	"ch"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 26"
"k"	"ch"	"kipo"	"tipo"	3.91797676008202	"kipo"	"kipɔ"	"kipo 13"
"kp"	"d"	"P5"	"d5"	NA	"kp:ââ"	"kp̃ɑː"	"kp_aa 23"
"kp"	"d"	"P5"	"d5"	6.32399179767601	"kp:ââ"	"kp̃ɑː"	"kp_aa 18"
"kp"	"ch"	"P5"	"t5"	7.47505126452495	"kp:ââ"	"kp̃ɑː"	"kp_aa 41"
":â"	"o"	"P5"	"Po"	7.20710868079289	"kp:ââ"	"kp̃ɑː"	"kp_aa 15"
"kp"	"k"	"P5"	"k5"	7.47505126452495	"kp:ââ"	"kp̃ɑː"	"kp_aa 4"
"kp"	"p"	"P5"	"pa"	6.32399179767601	"kp:ââ"	"kp̃ɑː"	"kp_aa 12"
":â"	"a"	"P5"	"pa"	6.32399179767601	"kp:ââ"	"kp̃ɑː"	"kp_aa 12"
"kp"	"kn"	"P5"	"!5"	7.28366370471634	"kp:ââ"	"kp̃ɑː"	"kp_aa 29"
"kp"	"ch"	"P5"	"t5"	8.6015037593985	"kp:ââ"	"kp̃ɑː"	"kp_aa 25"
"kp"	"kn"	"P5"	"!5"	8.03280929596719	"kp:ââ"	"kp̃ɑː"	"kp_aa 9"
"kp"	"k"	"P5"	"k5"	7.47505126452495	"kp:ââ"	"kp̃ɑː"	"kp_aa 19"
"kp"	"km"	"P5"	"Zo"	9.52563226247437	"kp:ââ"	"kp̃ɑː"	"kp_aa 37"
":â"	"o"	"P5"	"Zo"	9.52563226247437	"kp:ââ"	"kp̃ɑː"	"kp_aa 37"
"kp"	"ch"	"P5"	"t5"	7.47505126452495	"kp:ââ"	"kp̃ɑː"	"kp_aa 24"
"kp"	"d"	"P5"	"d5"	5.24128503075871	"kp:ââ"	"kp̃ɑː"	"kp_aa 33"
"kp"	"km"	"P5"	"Zo"	7.12781954887218	"kp:ââ"	"kp̃ɑː"	"kp_aa 36"
":â"	"o"	"P5"	"Zo"	7.12781954887218	"kp:ââ"	"kp̃ɑː"	"kp_aa 36"
"kp"	"w"	"P5"	"w5"	5.24128503075871	"kp:ââ"	"kp̃ɑː"	"kp_aa 20"
"kp"	"d"	"P5"	"d5"	5.24128503075871	"kp:ââ"	"kp̃ɑː"	"kp_aa 5"
":â"	"o"	"P5"	"Po"	7.20710868079289	"kp:ââ"	"kp̃ɑː"	"kp_aa 39"
"kp"	"ch"	"P5"	"t5"	NA	"kp:ââ"	"kp̃ɑː"	"kp_aa 3"
"kp"	"d"	"P5"	"d5"	7.25358851674641	"kp:ââ"	"kp̃ɑː"	"kp_aa 40"
"kp"	"d"	"P5"	"d5"	7.25358851674641	"kp:ââ"	"kp̃ɑː"	"kp_aa 38"
"kp"	"ch"	"P5"	"t5"	7.25358851674641	"kp:ââ"	"kp̃ɑː"	"kp_aa 2"
"kp"	"kn"	"P5"	"!5"	3.91797676008202	"kp:ââ"	"kp̃ɑː"	"kp_aa 7"
"kp"	"ch"	"P5"	"t5"	7.47505126452495	"kp:ââ"	"kp̃ɑː"	"kp_aa 35"
"kp"	"d"	"P5"	"d5"	7.25358851674641	"kp:ââ"	"kp̃ɑː"	"kp_aa 16"
"kp"	"p"	"Pu"	"p9"	5.64046479835954	"kpu"	"kpu"	"kpu 1"
"u"	"ê"	"Pu"	"p9"	5.64046479835954	"kpu"	"kpu"	"kpu 1"
"u"	"ê"	"Pu"	"P9"	6.88448393711552	"kpu"	"kpu"	"kpu 18"
"kp"	"tp"	"Pu"	":e"	5.09637730690362	"kpu"	"kpu"	"kpu 3"
"u"	"e"	"Pu"	":e"	5.09637730690362	"kpu"	"kpu"	"kpu 3"
"u"	"ê"	"Pu"	"P9"	5.27136021872864	"kpu"	"kpu"	"kpu 4"
"u"	"ê"	"Pu"	"P9"	11.0321257689679	"kpu"	"kpu"	"kpu 17"
"kp"	"p"	"Pu"	"p9"	5.64046479835954	"kpu"	"kpu"	"kpu 5"
"u"	"ê"	"Pu"	"p9"	5.64046479835954	"kpu"	"kpu"	"kpu 5"
"u"	"ê"	"Pu"	"P9"	5.27136021872864	"kpu"	"kpu"	"kpu 6"
"u"	"ê"	"Pu"	"P9"	6.10526315789474	"kpu"	"kpu"	"kpu 13"
"u"	"ê"	"Pu"	"P9"	NA	"kpu"	"kpu"	"kpu 10"
"u"	"ê"	"Pu"	"P9"	4.80109364319891	"kpu"	"kpu"	"kpu 19"
"u"	"ê"	"Pu"	"P9"	7.35475051264525	"kpu"	"kpu"	"kpu 7"
"u"	"ê"	"Pu"	"P9"	7.81134654818865	"kpu"	"kpu"	"kpu 20"
"lv"	"v"	"L4"	"va"	NA	"lv:ê"	"lβʲ̃ə"	"lv_e 7"
":ê"	"a"	"L4"	"va"	NA	"lv:ê"	"lβʲ̃ə"	"lv_e 7"
"lv"	"w"	"L4"	"w5"	6.88448393711552	"lv:ê"	"lβʲ̃ə"	"lv_e 11"
":ê"	":â"	"L4"	"w5"	6.88448393711552	"lv:ê"	"lβʲ̃ə"	"lv_e 11"
"lv"	"w"	"L4"	"w5"	6.88448393711552	"lv:ê"	"lβʲ̃ə"	"lv_e 8"
":ê"	":â"	"L4"	"w5"	6.88448393711552	"lv:ê"	"lβʲ̃ə"	"lv_e 8"
"lv"	"gh"	"L4"	"H8"	7.35475051264525	"lv:ê"	"lβʲ̃ə"	"lv_e 14"
":ê"	"î"	"L4"	"H8"	7.35475051264525	"lv:ê"	"lβʲ̃ə"	"lv_e 14"
"lv"	"w"	"L4"	"w5"	4.80109364319891	"lv:ê"	"lβʲ̃ə"	"lv_e 6"
":ê"	":â"	"L4"	"w5"	4.80109364319891	"lv:ê"	"lβʲ̃ə"	"lv_e 6"
"lv"	"w"	"L4"	"w5"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 4"
":ê"	":â"	"L4"	"w5"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 4"
"lv"	"w"	"L4"	"w5"	7.37115516062885	"lv:ê"	"lβʲ̃ə"	"lv_e 23"
":ê"	":â"	"L4"	"w5"	7.37115516062885	"lv:ê"	"lβʲ̃ə"	"lv_e 23"
"lv"	"w"	"L4"	"w5"	5.11278195488722	"lv:ê"	"lβʲ̃ə"	"lv_e 24"
":ê"	":â"	"L4"	"w5"	5.11278195488722	"lv:ê"	"lβʲ̃ə"	"lv_e 24"
"lv"	"w"	"L4"	"wo"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 18"
":ê"	"o"	"L4"	"wo"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 18"
"lv"	"w"	"L4"	"w5"	11.0321257689679	"lv:ê"	"lβʲ̃ə"	"lv_e 16"
":ê"	":â"	"L4"	"w5"	11.0321257689679	"lv:ê"	"lβʲ̃ə"	"lv_e 16"
"lv"	"v"	"L4"	"v3"	7.37115516062885	"lv:ê"	"lβʲ̃ə"	"lv_e 9"
":ê"	":a"	"L4"	"v3"	7.37115516062885	"lv:ê"	"lβʲ̃ə"	"lv_e 9"
"lv"	"w"	"L4"	"w5"	6.10526315789474	"lv:ê"	"lβʲ̃ə"	"lv_e 21"
":ê"	":â"	"L4"	"w5"	6.10526315789474	"lv:ê"	"lβʲ̃ə"	"lv_e 21"
"lv"	"km"	"L4"	"Z1"	9.09911141490089	"lv:ê"	"lβʲ̃ə"	"lv_e 27"
":ê"	":i"	"L4"	"Z1"	9.09911141490089	"lv:ê"	"lβʲ̃ə"	"lv_e 27"
"lv"	"v"	"L4"	"va"	5.11278195488722	"lv:ê"	"lβʲ̃ə"	"lv_e 10"
":ê"	"a"	"L4"	"va"	5.11278195488722	"lv:ê"	"lβʲ̃ə"	"lv_e 10"
"lv"	"w"	"L4"	"wo"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 13"
":ê"	"o"	"L4"	"wo"	4.97881066302119	"lv:ê"	"lβʲ̃ə"	"lv_e 13"
"lv"	"vy"	"La"	"V3"	5.19480519480519	"lva"	"lβʲæ"	"lva 12"
"a"	":a"	"La"	"V3"	5.19480519480519	"lva"	"lβʲæ"	"lva 12"
"lv"	"vy"	"La"	"V3"	10.1982228298018	"lva"	"lβʲæ"	"lva 17"
"a"	":a"	"La"	"V3"	10.1982228298018	"lva"	"lβʲæ"	"lva 17"
"lv"	"vy"	"La"	"V3"	7.25358851674641	"lva"	"lβʲæ"	"lva 26"
"a"	":a"	"La"	"V3"	7.25358851674641	"lva"	"lβʲæ"	"lva 26"
"lv"	"w"	"La"	"w5"	7.28366370471634	"lva"	"lβʲæ"	"lva 29"
"a"	":â"	"La"	"w5"	7.28366370471634	"lva"	"lβʲæ"	"lva 29"
"lv"	"vy"	"La"	"V3"	7.5434039644566	"lva"	"lβʲæ"	"lva 30"
"a"	":a"	"La"	"V3"	7.5434039644566	"lva"	"lβʲæ"	"lva 30"
"a"	"e"	"La"	"Le"	7.20710868079289	"lva"	"lβʲæ"	"lva 11"
"lv"	"gh"	"La"	"He"	6.32399179767601	"lva"	"lβʲæ"	"lva 7"
"a"	"e"	"La"	"He"	6.32399179767601	"lva"	"lβʲæ"	"lva 7"
"lv"	"d"	"La"	"d5"	7.12781954887218	"lva"	"lβʲæ"	"lva 18"
"a"	":â"	"La"	"d5"	7.12781954887218	"lva"	"lβʲæ"	"lva 18"
"lv"	"vy"	"La"	"V3"	10.1982228298018	"lva"	"lβʲæ"	"lva 31"
"a"	":a"	"La"	"V3"	10.1982228298018	"lva"	"lβʲæ"	"lva 31"
"lv"	"vy"	"La"	"V3"	6.76965140123035	"lva"	"lβʲæ"	"lva 13"
"a"	":a"	"La"	"V3"	6.76965140123035	"lva"	"lβʲæ"	"lva 13"
"a"	":â"	"La"	"L5"	3.91797676008202	"lva"	"lβʲæ"	"lva 5"
"lv"	"vy"	"La"	"V3"	8.03280929596719	"lva"	"lβʲæ"	"lva 10"
"a"	":a"	"La"	"V3"	8.03280929596719	"lva"	"lβʲæ"	"lva 10"
"a"	"e"	"La"	"Le"	5.79904306220096	"lva"	"lβʲæ"	"lva 24"
"a"	"e"	"La"	"Le"	5.79904306220096	"lva"	"lβʲæ"	"lva 22"
"a"	"e"	"La"	"Le"	5.52836637047163	"lva"	"lβʲæ"	"lva 23"
"lv"	"vy"	"Li"	"Vi"	8.03280929596719	"lvi"	"lβʲi"	"lvi 31"
"lv"	"vy"	"Li"	"Vi"	6.32399179767601	"lvi"	"lβʲi"	"lvi 7"
"lv"	"vy"	"Li"	"Vi"	10.1982228298018	"lvi"	"lβʲi"	"lvi 4"
"lv"	"vy"	"Li"	"Vi"	7.20710868079289	"lvi"	"lβʲi"	"lvi 20"
"lv"	"gh"	"Li"	"Hi"	5.19480519480519	"lvi"	"lβʲi"	"lvi 9"
"lv"	"l"	"Li"	"luxe"	7.5434039644566	"lvi"	"lβʲi"	"lvi 18"
"i"	"u"	"Li"	"luxe"	7.5434039644566	"lvi"	"lβʲi"	"lvi 18"
"lv"	"vy"	"Li"	"Vi"	8.03280929596719	"lvi"	"lβʲi"	"lvi 8"
"lv"	"vy"	"Li"	"Vi"	5.19480519480519	"lvi"	"lβʲi"	"lvi 19"
"lv"	"vy"	"Li"	"Vi"	8.03280929596719	"lvi"	"lβʲi"	"lvi 33"
"lv"	"vy"	"Li"	"Vi"	8.03280929596719	"lvi"	"lβʲi"	"lvi 23"
"e"	"i"	"meyadi"	"miyedi"	7.20710868079289	"meyadi"	"mɛjæṭi"	"meyadi 14"
"a"	"e"	"meyadi"	"miyedi"	7.20710868079289	"meyadi"	"mɛjæṭi"	"meyadi 14"
"m"	"n"	"meyadi"	"neyadi"	11.0321257689679	"meyadi"	"mɛjæṭi"	"meyadi 1"
"a"	"e"	"meyadi"	"meyedi"	6.10526315789474	"meyadi"	"mɛjæṭi"	"meyadi 19"
"e"	"a"	"mituye"	"mituya"	3.91797676008202	"mituye"	"mitujɛ"	"mituye 15"
"u"	"e"	"mituye"	"miteye"	5.19480519480519	"mituye"	"mitujɛ"	"mituye 6"
"e"	"a"	"mituye"	"mituya"	5.64046479835954	"mituye"	"mitujɛ"	"mituye 20"
"e"	"a"	"mituye"	"mituya"	7.12781954887218	"mituye"	"mitujɛ"	"mituye 26"
"e"	"a"	"mituye"	"mituya"	7.25358851674641	"mituye"	"mitujɛ"	"mituye 17"
