"target"	"realization"	"target_word"	"mispronunciation"	"age"	"target_ortho"	"target_phono"	"tokid"
"'n"	"e"	"ńademo"	"enademo"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 10"
"'n"	"l"	"ńademo"	"lavu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 4"
"d"	"v"	"ńademo"	"lavu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 4"
"e"	"u"	"ńademo"	"lavu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 4"
"'n"	"n"	"ńademo"	"natemo"	6.32399179767601	"ńademo"	"næṭɛmɔ"	"nademo 3"
"d"	"ch"	"ńademo"	"natemo"	6.32399179767601	"ńademo"	"næṭɛmɔ"	"nademo 3"
"'n"	"n"	"ńademo"	"navu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 16"
"d"	"v"	"ńademo"	"navu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 16"
"e"	"u"	"ńademo"	"navu"	5.79904306220096	"ńademo"	"næṭɛmɔ"	"nademo 16"
"'n"	"n"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"
"e"	"a"	"ńayeki"	"nayaki"	7.37115516062885	"ńayeki"	"næjɛki"	"nayeki 22"
"'n"	"n"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"
"i"	":i"	"ńayeki"	"nayek1k1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 6"
"'n"	"n"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"
"y"	"k"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"
"i"	":i"	"ńayeki"	"nakek1"	8.51674641148325	"ńayeki"	"næjɛki"	"nayeki 25"
"'n"	"n"	"ńoki"	"nok1"	7.47505126452495	"ńoki"	"nɔki"	"noki 19"
"i"	":i"	"ńoki"	"nok1"	7.47505126452495	"ńoki"	"nɔki"	"noki 19"
"'n"	"n"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 25"
"i"	":i"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 25"
"'n"	"n"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 7"
"i"	":i"	"ńoki"	"nok1"	7.25358851674641	"ńoki"	"nɔki"	"noki 7"
"'n"	"n"	"ńoki"	"nok8"	7.94258373205742	"ńoki"	"nɔki"	"noki 6"
"i"	"î"	"ńoki"	"nok8"	7.94258373205742	"ńoki"	"nɔki"	"noki 6"
"'n"	"n"	"ńoki"	"nok1"	5.7799043062201	"ńoki"	"nɔki"	"noki 24"
"i"	":i"	"ńoki"	"nok1"	5.7799043062201	"ńoki"	"nɔki"	"noki 24"
"'n"	"f"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"
"i"	"e"	"ńomiwake"	"formewake"	4.97881066302119	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 25"
"'n"	"n"	"ńomiwake"	"nomiwake"	5.79904306220096	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 18"
"'n"	"n"	"ńomiwake"	"nOxuwake"	10.1982228298018	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 10"
"o"	"ó"	"ńomiwake"	"nOxuwake"	10.1982228298018	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 10"
"m"	"ly"	"ńomiwake"	"nOxuwake"	10.1982228298018	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 10"
"i"	"u"	"ńomiwake"	"nOxuwake"	10.1982228298018	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 10"
"'n"	"n"	"ńomiwake"	"nomiwake"	5.24128503075871	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 21"
"'n"	"n"	"ńomiwake"	"nexiwate"	6.32399179767601	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 20"
"o"	"e"	"ńomiwake"	"nexiwate"	6.32399179767601	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 20"
"m"	"ly"	"ńomiwake"	"nexiwate"	6.32399179767601	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 20"
"k"	"ch"	"ńomiwake"	"nexiwate"	6.32399179767601	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 20"
"'n"	"n"	"ńomiwake"	"nomiwake"	5.24128503075871	"ńomiwake"	"nɔmiwækɛ"	"nomiwake 17"
"'n"	"n"	"ńuyedi"	"nuyetE"	8	"ńuyedi"	"nujɛṭi"	"nuyedi 17"
"d"	"ch"	"ńuyedi"	"nuyetE"	8	"ńuyedi"	"nujɛṭi"	"nuyedi 17"
"i"	"é"	"ńuyedi"	"nuyetE"	8	"ńuyedi"	"nujɛṭi"	"nuyedi 17"
"'n"	"n"	"ńuyedi"	"nuyedi"	5.27136021872864	"ńuyedi"	"nujɛṭi"	"nuyedi 28"
"p"	"d"	"pedumi"	"dedumi"	6.32399179767601	"pedumi"	"pɛṭumi"	"pedumi 16"
"d"	"s"	"pedumi"	"peshumi"	7.35475051264525	"pedumi"	"pɛṭumi"	"pedumi 21"
"p"	"ch"	"piwa"	"tiwa"	4.80109364319891	"piwa"	"piwæ"	"piwa 2"
"p"	"d"	"piwa"	"diwa"	6.37047163362953	"piwa"	"piwæ"	"piwa 22"
"p"	"ch"	"piwa"	"tiwa"	6.37047163362953	"piwa"	"piwæ"	"piwa 6"
"p"	"ch"	"piwa"	"tiwa"	6.37047163362953	"piwa"	"piwæ"	"piwa 20"
"p"	"d"	"piwa"	"diwa"	8.30895420369105	"piwa"	"piwæ"	"piwa 33"
"p"	"d"	"piwa"	"diwa"	8.30895420369105	"piwa"	"piwæ"	"piwa 5"
"p"	"d"	"piwa"	"diwa"	5.09637730690362	"piwa"	"piwæ"	"piwa 29"
"p"	"ch"	"piwa"	"tiwa"	6.37047163362953	"piwa"	"piwæ"	"piwa 4"
"p"	"d"	"piwa"	"diwa"	6.88448393711552	"piwa"	"piwæ"	"piwa 34"
"p"	"d"	"piwa"	"diwa"	6.88448393711552	"piwa"	"piwæ"	"piwa 32"
"p"	"ch"	"piwa"	"tiwa"	8.30895420369105	"piwa"	"piwæ"	"piwa 8"
"p"	"d"	"piwa"	"diwa"	6.88448393711552	"piwa"	"piwæ"	"piwa 18"
"a"	"o"	"piwa"	"piwo"	5.52836637047163	"piwa"	"piwæ"	"piwa 16"
"p"	"d"	"piwa"	"diwa"	6.88448393711552	"piwa"	"piwæ"	"piwa 13"
":ê"	"â"	"t4"	"t0"	5.19480519480519	"t:êê"	"t̃əː"	"t_ee 14"
":ê"	"e"	"t4"	"te"	5.24128503075871	"t:êê"	"t̃əː"	"t_ee 17"
":ê"	"â"	"t4"	"t0"	5.24128503075871	"t:êê"	"t̃əː"	"t_ee 5"
":ê"	"e"	"t4"	"te"	5.24128503075871	"t:êê"	"t̃əː"	"t_ee 12"
":ê"	":a"	"t4"	"t3"	5.24128503075871	"t:êê"	"t̃əː"	"t_ee 7"
":ê"	"e"	"t4"	"te"	5.24128503075871	"t:êê"	"t̃əː"	"t_ee 10"
":ê"	"â"	"t4"	"t0"	6.32399179767601	"t:êê"	"t̃əː"	"t_ee 3"
"ch"	"d"	"tiwuńe"	"diwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 30"
"'n"	"n"	"tiwuńe"	"diwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 30"
"ch"	"k"	"tiwuńe"	"kiwune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 4"
"'n"	"n"	"tiwuńe"	"kiwune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 4"
"ch"	"d"	"tiwuńe"	"duwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 29"
"i"	"u"	"tiwuńe"	"duwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 29"
"u"	"i"	"tiwuńe"	"duwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 29"
"'n"	"n"	"tiwuńe"	"duwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 29"
"w"	"k"	"tiwuńe"	"tikune"	7.47505126452495	"tiwuńe"	"tiwunɛ"	"tiwune 20"
"'n"	"n"	"tiwuńe"	"tikune"	7.47505126452495	"tiwuńe"	"tiwunɛ"	"tiwune 20"
"ch"	"d"	"tiwuńe"	"diwuma"	8.6015037593985	"tiwuńe"	"tiwunɛ"	"tiwune 36"
"'n"	"m"	"tiwuńe"	"diwuma"	8.6015037593985	"tiwuńe"	"tiwunɛ"	"tiwune 36"
"e"	"a"	"tiwuńe"	"diwuma"	8.6015037593985	"tiwuńe"	"tiwunɛ"	"tiwune 36"
"ch"	"d"	"tiwuńe"	"diwune"	11.0321257689679	"tiwuńe"	"tiwunɛ"	"tiwune 28"
"'n"	"n"	"tiwuńe"	"diwune"	11.0321257689679	"tiwuńe"	"tiwunɛ"	"tiwune 28"
"u"	"i"	"tiwuńe"	"tiwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 8"
"'n"	"n"	"tiwuńe"	"tiwine"	4.80109364319891	"tiwuńe"	"tiwunɛ"	"tiwune 8"
"ch"	"k"	"tiwuńe"	"k1kune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 21"
"i"	":i"	"tiwuńe"	"k1kune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 21"
"w"	"k"	"tiwuńe"	"k1kune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 21"
"'n"	"n"	"tiwuńe"	"k1kune"	8.51674641148325	"tiwuńe"	"tiwunɛ"	"tiwune 21"
"w"	"h"	"tiwuńe"	"tihune"	7.60628844839371	"tiwuńe"	"tiwunɛ"	"tiwune 33"
"'n"	"n"	"tiwuńe"	"tihune"	7.60628844839371	"tiwuńe"	"tiwunɛ"	"tiwune 33"
"ch"	"d"	"tiwuńe"	"diwune"	8.6015037593985	"tiwuńe"	"tiwunɛ"	"tiwune 39"
"'n"	"n"	"tiwuńe"	"diwune"	8.6015037593985	"tiwuńe"	"tiwunɛ"	"tiwune 39"
"ch"	"d"	"tiwuńe"	"diwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 19"
"'n"	"n"	"tiwuńe"	"diwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 19"
"ch"	"d"	"tiwuńe"	"diwune"	8.03280929596719	"tiwuńe"	"tiwunɛ"	"tiwune 40"
"'n"	"n"	"tiwuńe"	"diwune"	8.03280929596719	"tiwuńe"	"tiwunɛ"	"tiwune 40"
"ch"	"d"	"tiwuńe"	"dihune"	5.19480519480519	"tiwuńe"	"tiwunɛ"	"tiwune 34"
"w"	"h"	"tiwuńe"	"dihune"	5.19480519480519	"tiwuńe"	"tiwunɛ"	"tiwune 34"
"'n"	"n"	"tiwuńe"	"dihune"	5.19480519480519	"tiwuńe"	"tiwunɛ"	"tiwune 34"
"ch"	"d"	"tiwuńe"	"diwune"	8.30895420369105	"tiwuńe"	"tiwunɛ"	"tiwune 13"
"'n"	"n"	"tiwuńe"	"diwune"	8.30895420369105	"tiwuńe"	"tiwunɛ"	"tiwune 13"
"ch"	"d"	"tiwuńe"	"diwunE"	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 26"
"'n"	"n"	"tiwuńe"	"diwunE"	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 26"
"e"	"é"	"tiwuńe"	"diwunE"	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 26"
"ch"	"k"	"tiwuńe"	"kikune"	4.97881066302119	"tiwuńe"	"tiwunɛ"	"tiwune 35"
"w"	"k"	"tiwuńe"	"kikune"	4.97881066302119	"tiwuńe"	"tiwunɛ"	"tiwune 35"
"'n"	"n"	"tiwuńe"	"kikune"	4.97881066302119	"tiwuńe"	"tiwunɛ"	"tiwune 35"
"w"	"g"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 12"
"'n"	"n"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 12"
"w"	"g"	"tiwuńe"	"tigune"	5.27136021872864	"tiwuńe"	"tiwunɛ"	"tiwune 31"
"'n"	"n"	"tiwuńe"	"tigune"	5.27136021872864	"tiwuńe"	"tiwunɛ"	"tiwune 31"
"ch"	"k"	"tiwuńe"	"kikune"	8	"tiwuńe"	"tiwunɛ"	"tiwune 23"
"w"	"k"	"tiwuńe"	"kikune"	8	"tiwuńe"	"tiwunɛ"	"tiwune 23"
"'n"	"n"	"tiwuńe"	"kikune"	8	"tiwuńe"	"tiwunɛ"	"tiwune 23"
"i"	"u"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"
"w"	"mb"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"
"'n"	"n"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"
"w"	"g"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"
"'n"	"n"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"
"ch"	"k"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"
"'n"	"n"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"
"ch"	"d"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"
"'n"	"m"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"
"e"	"a"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"
"w"	"g"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"
"'n"	"n"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"
"w"	"n"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"
"ch"	"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"
"ch"	"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"
"d"	"ch"	"todiwuma"	"tot"	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 16"
"ch"	"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"
"ch"	"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"
"ch"	"d"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"
"o"	"a"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"
"i"	"u"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"
"ch"	"d"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"
"o"	"a"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"
"w"	"n"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"
"o"	"u"	"towi"	"tuwi"	7.47505126452495	"towi"	"tɔwi"	"towi 22"
"o"	"u"	"towi"	"tuwi"	7.60628844839371	"towi"	"tɔwi"	"towi 15"
"o"	"u"	"towi"	"tuwi"	7.47505126452495	"towi"	"tɔwi"	"towi 7"
"o"	"u"	"towi"	"tuwi"	7.28366370471634	"towi"	"tɔwi"	"towi 20"
"o"	"u"	"towi"	"tuwi"	4.97881066302119	"towi"	"tɔwi"	"towi 19"
"o"	"u"	"towi"	"tuwi"	4.97881066302119	"towi"	"tɔwi"	"towi 9"
"o"	"u"	"towi"	"tuwi"	3.91797676008202	"towi"	"tɔwi"	"towi 8"
"i"	"u"	"towi"	"towuNa"	5.24128503075871	"towi"	"tɔwi"	"towi 13"
"o"	"u"	"towi"	"tuwi"	7.47505126452495	"towi"	"tɔwi"	"towi 30"
"o"	"u"	"towi"	"tuwi"	9.09911141490089	"towi"	"tɔwi"	"towi 26"
"o"	"u"	"towi"	"tuwi"	8	"towi"	"tɔwi"	"towi 24"
"o"	"u"	"towi"	"tuwi"	5.09637730690362	"towi"	"tɔwi"	"towi 33"
"tp"	"ch"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 37"
"ê"	"e"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 37"
"tp"	"ch"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 24"
"ê"	"e"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 24"
"tp"	"ch"	":9"	"te"	7.49965823650034	"tpê"	"tpə"	"tpe 6"
"ê"	"e"	":9"	"te"	7.49965823650034	"tpê"	"tpə"	"tpe 6"
"tp"	"d"	":9"	"d3"	7.25358851674641	"tpê"	"tpə"	"tpe 48"
"ê"	":a"	":9"	"d3"	7.25358851674641	"tpê"	"tpə"	"tpe 48"
"tp"	"ch"	":9"	"te"	5.19480519480519	"tpê"	"tpə"	"tpe 14"
"ê"	"e"	":9"	"te"	5.19480519480519	"tpê"	"tpə"	"tpe 14"
"tp"	"ch"	":9"	"te"	5.52836637047163	"tpê"	"tpə"	"tpe 20"
"ê"	"e"	":9"	"te"	5.52836637047163	"tpê"	"tpə"	"tpe 20"
"tp"	"ch"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 27"
"ê"	"e"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 27"
"tp"	"ch"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 47"
"ê"	"e"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 47"
"tp"	"ch"	":9"	"ta"	7.25358851674641	"tpê"	"tpə"	"tpe 17"
"ê"	"a"	":9"	"ta"	7.25358851674641	"tpê"	"tpə"	"tpe 17"
"tp"	"ch"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 61"
"ê"	"e"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 61"
"tp"	"ch"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 45"
"ê"	"e"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 45"
"tp"	"ch"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 35"
"ê"	"e"	":9"	"te"	8.51674641148325	"tpê"	"tpə"	"tpe 35"
"tp"	"ch"	":9"	"ta"	8.03280929596719	"tpê"	"tpə"	"tpe 28"
"ê"	"a"	":9"	"ta"	8.03280929596719	"tpê"	"tpə"	"tpe 28"
"tp"	"d"	":9"	"da"	8.03280929596719	"tpê"	"tpə"	"tpe 49"
"ê"	"a"	":9"	"da"	8.03280929596719	"tpê"	"tpə"	"tpe 49"
"tp"	"ch"	":9"	"ta"	5.52836637047163	"tpê"	"tpə"	"tpe 9"
"ê"	"a"	":9"	"ta"	5.52836637047163	"tpê"	"tpə"	"tpe 9"
"ê"	"a"	":9"	":a"	7.25358851674641	"tpê"	"tpə"	"tpe 60"
"tp"	"ch"	":9"	"te"	8.6015037593985	"tpê"	"tpə"	"tpe 43"
"ê"	"e"	":9"	"te"	8.6015037593985	"tpê"	"tpə"	"tpe 43"
"tp"	"ch"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 62"
"ê"	"e"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 62"
"tp"	"ch"	":9"	"te"	7.5434039644566	"tpê"	"tpə"	"tpe 23"
"ê"	"e"	":9"	"te"	7.5434039644566	"tpê"	"tpə"	"tpe 23"
"tp"	"ch"	":9"	"te"	7.5434039644566	"tpê"	"tpə"	"tpe 38"
"ê"	"e"	":9"	"te"	7.5434039644566	"tpê"	"tpə"	"tpe 38"
"tp"	"ch"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 46"
"ê"	"e"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 46"
"tp"	"d"	":9"	"d4"	8.30895420369105	"tpê"	"tpə"	"tpe 67"
"ê"	":ê"	":9"	"d4"	8.30895420369105	"tpê"	"tpə"	"tpe 67"
"tp"	"ch"	":9"	"t3"	3.91797676008202	"tpê"	"tpə"	"tpe 34"
"ê"	":a"	":9"	"t3"	3.91797676008202	"tpê"	"tpə"	"tpe 34"
"tp"	"ch"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 36"
"ê"	"e"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 36"
"tp"	"ch"	":9"	"ta"	5.52836637047163	"tpê"	"tpə"	"tpe 30"
"ê"	"a"	":9"	"ta"	5.52836637047163	"tpê"	"tpə"	"tpe 30"
"tp"	"ch"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 65"
"ê"	"e"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 65"
"ê"	"a"	":9"	":a"	5.79904306220096	"tpê"	"tpə"	"tpe 56"
"tp"	"ch"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 53"
"ê"	"e"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 53"
"tp"	"ch"	":9"	"ta"	7.12781954887218	"tpê"	"tpə"	"tpe 8"
"ê"	"a"	":9"	"ta"	7.12781954887218	"tpê"	"tpə"	"tpe 8"
"tp"	"ch"	":9"	"t3"	3.91797676008202	"tpê"	"tpə"	"tpe 59"
"ê"	":a"	":9"	"t3"	3.91797676008202	"tpê"	"tpə"	"tpe 59"
"tp"	"ch"	":9"	"te"	7.49965823650034	"tpê"	"tpə"	"tpe 54"
"ê"	"e"	":9"	"te"	7.49965823650034	"tpê"	"tpə"	"tpe 54"
"tp"	"d"	":9"	"d9"	8.30895420369105	"tpê"	"tpə"	"tpe 1"
"tp"	"ch"	":9"	"te"	10.1982228298018	"tpê"	"tpə"	"tpe 51"
"ê"	"e"	":9"	"te"	10.1982228298018	"tpê"	"tpə"	"tpe 51"
"tp"	"d"	":9"	"d9"	7.47505126452495	"tpê"	"tpə"	"tpe 52"
"tp"	"ch"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 33"
"ê"	"e"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 33"
"tp"	"ch"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 41"
"ê"	"e"	":9"	"te"	7.20710868079289	"tpê"	"tpə"	"tpe 41"
"tp"	"ch"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 3"
"ê"	"e"	":9"	"te"	7.47505126452495	"tpê"	"tpə"	"tpe 3"
"tp"	"dp"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 42"
"ê"	":a"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 42"
"tp"	"d"	":9"	"d4"	3.91797676008202	"tpê"	"tpə"	"tpe 15"
"ê"	":ê"	":9"	"d4"	3.91797676008202	"tpê"	"tpə"	"tpe 15"
"tp"	"ch"	":9"	"te"	5.52836637047163	"tpê"	"tpə"	"tpe 7"
"ê"	"e"	":9"	"te"	5.52836637047163	"tpê"	"tpə"	"tpe 7"
"tp"	"ch"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 55"
"ê"	"e"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 55"
"tp"	"ch"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 64"
"ê"	"e"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 64"
"tp"	"ch"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 2"
"ê"	"e"	":9"	"te"	8.03280929596719	"tpê"	"tpə"	"tpe 2"
"tp"	"ch"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 68"
"ê"	"e"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 68"
"tp"	"dp"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 50"
"ê"	":a"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 50"
"tp"	"dp"	":9"	"/a"	NA	"tpê"	"tpə"	"tpe 63"
"ê"	"a"	":9"	"/a"	NA	"tpê"	"tpə"	"tpe 63"
"tp"	"dp"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 40"
"ê"	":a"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 40"
"tp"	"ch"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 16"
"ê"	"e"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 16"
"tp"	"ch"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 22"
"ê"	"e"	":9"	"te"	7.12781954887218	"tpê"	"tpə"	"tpe 22"
"tp"	"ch"	":9"	"t3"	6.32399179767601	"tpê"	"tpə"	"tpe 44"
"ê"	":a"	":9"	"t3"	6.32399179767601	"tpê"	"tpə"	"tpe 44"
"tp"	"dp"	":9"	"/a"	10.1982228298018	"tpê"	"tpə"	"tpe 4"
"ê"	"a"	":9"	"/a"	10.1982228298018	"tpê"	"tpə"	"tpe 4"
"tp"	"d"	":9"	"d4"	8.30895420369105	"tpê"	"tpə"	"tpe 21"
"ê"	":ê"	":9"	"d4"	8.30895420369105	"tpê"	"tpə"	"tpe 21"
"tp"	"d"	":9"	"d9"	8.30895420369105	"tpê"	"tpə"	"tpe 5"
"tp"	"dp"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 12"
"ê"	":a"	":9"	"/3"	8	"tpê"	"tpə"	"tpe 12"
"tp"	"ch"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 32"
"ê"	"e"	":9"	"te"	7.4066985645933	"tpê"	"tpə"	"tpe 32"
"o"	"u"	"tumowe"	"tumuwe"	5.7799043062201	"tumowe"	"tumɔwɛ"	"tumowe 9"
"p"	"f"	"tupa"	"tufa"	5.64046479835954	"tupa"	"tupæ"	"tupa 10"
"d"	"l"	"wadikeńo"	"walikedu"	4.80109364319891	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 8"
"'n"	"d"	"wadikeńo"	"walikedu"	4.80109364319891	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 8"
"o"	"u"	"wadikeńo"	"walikedu"	4.80109364319891	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 8"
"w"	"p"	"wadikeńo"	"putekeno"	5.09637730690362	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 20"
"a"	"u"	"wadikeńo"	"putekeno"	5.09637730690362	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 20"
"d"	"ch"	"wadikeńo"	"putekeno"	5.09637730690362	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 20"
"i"	"e"	"wadikeńo"	"putekeno"	5.09637730690362	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 20"
"'n"	"n"	"wadikeńo"	"putekeno"	5.09637730690362	"wadikeńo"	"wæṭikɛnɔ"	"wadikeno 20"
