id	file	int	target	on	off	cor	mp	outfile	rand	nb
c90	180102_0045S12_ch1	22	kp_aa	78.511	79.671	NA	NA	pairs/kp_aa_c90_4.wav	0,942596268	38
c106	190829_0062S12_ch1	40	kp_aa	181.869	183.273	NA	NA	pairs/kp_aa_c106_2.wav	0,950520528	39
c90	180102_0045S12_ch1	16	kp_aa	66.380	67.169	NA	NA	pairs/kp_aa_c90_1.wav	0,988527441	40
c108	190829_0064S12_ch1	34	kp_aa	158.665	159.739	NA	NA	pairs/kp_aa_c108_5.wav	0,989450693	41
c109	190829_0065S12_ch1	18	kpu	124.229	124.797	NA	NA	pairs/kpu_c109_1.wav	0,199149281	1
c81	180101_0036S12_ch1	38	kpu	194.732	195.375	NA	NA	pairs/kpu_c81_1.wav	0,268923683	2
c74	190825_0025_ch1	24	kpu	77.374	78.116	NA	NA	pairs/kpu_c74_1.wav	0,285960366	3
c118	190830_0075S12_ch1	28	kpu	224.722	225.293	NA	NA	pairs/kpu_c118_2.wav	0,318358273	4
c109	190829_0065S12_ch1	20	kpu	128.610	129.078	NA	NA	pairs/kpu_c109_2.wav	0,357589257	5
c118	190830_0075S12_ch1	20	kpu	186.946	187.708	NA	NA	pairs/kpu_c118_1.wav	0,375014117	6
c94	180102_0049S12_ch1	8	kpu	307.162	307.711	NA	NA	pairs/kpu_c94_1.wav	0,400192561	7
c107	190829_0063S12_ch1	44	kpu	198.259	198.995	NA	NA	pairs/kpu_c107_1.wav	0,460621425	8
c80	180101_0035S12_ch1	32	kpu	149.687	150.099	NA	NA	pairs/kpu_c80_1.wav	0,47752369	9
c105	190829_0061S12_ch1	18	kpu	146.251	147.020	NA	NA	pairs/kpu_c105_1.wav	0,649720616	10
c91	180102_0046S12_ch1	16	kpu	277.023	277.525	NA	NA	pairs/kpu_c91_1.wav	0,687732531	11
c83	180101_0038S12_ch1	22	kpu	91.367	91.876	NA	NA	pairs/kpu_c83_1.wav	0,707315004	12
c85	180102_0040S12_ch1	20	kpu	237.870	238.573	NA	NA	pairs/kpu_c85_1.wav	0,733232026	13
c95	180102_0050S12_ch1	16	kpu	112.505	113.207	NA	NA	pairs/kpu_c95_1.wav	0,76136183	14
c87	180102_0042S12_ch1	12	kpu	183.704	184.306	NA	NA	pairs/kpu_c87_1.wav	0,842399636	15
c107	190829_0063S12_ch1	46	kpu	201.537	202.273	NA	NA	pairs/kpu_c107_2.wav	0,856522119	16
c99	190829_0055S12_ch1	10	kpu	99.062	100.032	NA	NA	pairs/kpu_c99_1.wav	0,870306452	17
c122	190830_0081S12_ch1	24	kpu	126.806	127.536	NA	NA	pairs/kpu_c122_1.wav	0,879649786	18
c72	190825_0023_ch1	28	kpu	309.518	310.330	NA	NA	pairs/kpu_c72_1.wav	0,899116952	19
c77	180101_0032S12_ch1	22	kpu	73.625	74.060	NA	NA	pairs/kpu_c77_1.wav	0,909350155	20
c80	180101_0035S12_ch1	26	lv_e	138.529	139.005	NA	NA	pairs/lv_e_c80_2.wav	0,017635639	1
c77	180101_0032S12_ch1	18	lv_e	67.200	67.885	NA	NA	pairs/lv_e_c77_1.wav	0,075118759	2
c109	190829_0065S12_ch1	26	lv_e	139.480	140.215	NA	NA	pairs/lv_e_c109_1.wav	0,09188549	3
c87	180102_0042S12_ch1	18	lv_e	194.573	195.343	NA	NA	pairs/lv_e_c87_1.wav	0,120206896	4
c85	180102_0040S12_ch1	14	lv_e	224.459	225.094	NA	NA	pairs/lv_e_c85_2.wav	0,141159956	5
c72	190825_0023_ch1	18	lv_e	284.213	285.157	NA	NA	pairs/lv_e_c72_1.wav	0,146158986	6
c105	190829_0061S12_ch1	12	lv_e	132.886	133.488	NA	NA	pairs/lv_e_c105_1.wav	0,216511346	7
c122	190830_0081S12_ch1	16	lv_e	112.232	113.026	NA	NA	pairs/lv_e_c122_1.wav	0,271182879	8
c80	180101_0035S12_ch1	28	lv_e	142.257	142.812	NA	NA	pairs/lv_e_c80_3.wav	0,272908739	9
c95	180102_0050S12_ch1	24	lv_e	126.418	127.221	NA	NA	pairs/lv_e_c95_3.wav	0,310483846	10
c122	190830_0081S12_ch1	18	lv_e	116.105	116.995	NA	NA	pairs/lv_e_c122_2.wav	0,342189331	11
c107	190829_0063S12_ch1	42	lv_e	194.313	195.182	NA	NA	pairs/lv_e_c107_1.wav	0,345547995	12
c87	180102_0042S12_ch1	22	lv_e	202.586	203.155	NA	NA	pairs/lv_e_c87_3.wav	0,398134519	13
c94	180102_0049S12_ch1	10	lv_e	312.491	313.285	NA	NA	pairs/lv_e_c94_1.wav	0,399059457	14
c109	190829_0065S12_ch1	28	lv_e	142.657	143.359	NA	NA	pairs/lv_e_c109_2.wav	0,405484373	15
c99	190829_0055S12_ch1	12	lv_e	103.243	104.012	NA	NA	pairs/lv_e_c99_1.wav	0,448137638	16
c118	190830_0075S12_ch1	12	lv_e	172.440	173.202	NA	NA	pairs/lv_e_c118_1.wav	0,54004328	17
c87	180102_0042S12_ch1	20	lv_e	198.453	199.356	NA	NA	pairs/lv_e_c87_2.wav	0,546435556	18
c95	180102_0050S12_ch1	22	lv_e	123.475	124.144	NA	NA	pairs/lv_e_c95_2.wav	0,571863592	19
c83	180101_0038S12_ch1	10	lv_e	65.672	66.499	NA	NA	pairs/lv_e_c83_1.wav	0,641417836	20
c85	180102_0040S12_ch1	12	lv_e	219.422	220.091	NA	NA	pairs/lv_e_c85_1.wav	0,680013215	21
c95	180102_0050S12_ch1	20	lv_e	119.629	120.431	NA	NA	pairs/lv_e_c95_1.wav	0,681889781	22
c80	180101_0035S12_ch1	24	lv_e	135.036	135.592	NA	NA	pairs/lv_e_c80_1.wav	0,705846078	23
c95	180102_0050S12_ch1	26	lv_e	132.171	132.973	NA	NA	pairs/lv_e_c95_4.wav	0,785072417	24
c74	190825_0025_ch1	16	lv_e	63.663	64.459	NA	NA	pairs/lv_e_c74_1.wav	0,786720521	25
c118	190830_0075S12_ch1	14	lv_e	176.595	177.230	NA	NA	pairs/lv_e_c118_2.wav	0,835940753	26
c81	180101_0036S12_ch1	36	lv_e	189.384	190.089	NA	NA	pairs/lv_e_c81_1.wav	0,873636488	27
c91	180102_0046S12_ch1	14	lv_e	272.890	273.392	NA	NA	pairs/lv_e_c91_1.wav	0,948051771	28
c116	190830_0072S12_ch1	34	lva	173.024	174.027	NA	NA	pairs/lva_c116_1.wav	0,103904618	1
c120	190830_0079S12_ch1	66	lva	203.475	204.141	NA	NA	pairs/lva_c120_2.wav	0,137998018	2
c89	180102_0044S12_ch1	20	lva	75.685	76.521	NA	NA	pairs/lva_c89_1.wav	0,150144957	3
c108	190829_0064S12_ch1	12	lva	109.512	110.264	NA	NA	pairs/lva_c108_1.wav	0,159201951	4
c93	180102_0048S12_ch1	46	lva	200.978	201.948	NA	NA	pairs/lva_c93_1.wav	0,256374966	5
c121	190830_0080S12_ch1	20	lva	70.690	71.611	NA	NA	pairs/lva_c121_1.wav	0,295281654	6
c73	190825_0024_ch1	16	lva	136.775	137.620	NA	NA	pairs/lva_c73_1.wav	0,316391381	7
c78	180101_0033S12_ch1	38	lva	144.174	145.035	NA	NA	pairs/lva_c78_1.wav	0,325539542	8
c82	180101_0037S12_ch1	28	lva	67.901	68.600	NA	NA	pairs/lva_c82_1.wav	0,327534845	9
c120	190830_0079S12_ch1	64	lva	199.061	199.696	NA	NA	pairs/lva_c120_1.wav	0,359415657	10
c106	190829_0062S12_ch1	10	lva	111.875	112.712	NA	NA	pairs/lva_c106_1.wav	0,363879879	11
c70	190825_0021_ch1	28	lva	262.820	263.656	NA	NA	pairs/lva_c70_1.wav	0,364510426	12
c119	190830_0078S12_ch1	10	lva	285.628	286.359	NA	NA	pairs/lva_c119_1.wav	0,369290754	13
c110	190829_0066S12_ch1	24	lva	160.638	161.508	NA	NA	pairs/lva_c110_1.wav	0,412805258	14
c111	190830_0067S12_ch1	20	lva	119.143	119.879	NA	NA	pairs/lva_c111_1.wav	0,431879238	15
c120	190830_0079S12_ch1	68	lva	207.852	208.931	NA	NA	pairs/lva_c120_3.wav	0,447196194	16
c76	180101_0031S12_left	40	lva	169.722	170.474	NA	NA	pairs/lva_c76_2.wav	0,528737895	17
c115	190830_0071S12_ch1	44	lva	233.509	234.044	NA	NA	pairs/lva_c115_2.wav	0,544008168	18
c123	190830_0082S12_ch1	10	lva	71.555	72.285	NA	NA	pairs/lva_c123_1.wav	0,625061948	19
c121	190830_0080S12_ch1	22	lva	75.231	76.120	NA	NA	pairs/lva_c121_2.wav	0,635070016	20
c115	190830_0071S12_ch1	42	lva	230.398	231.067	NA	NA	pairs/lva_c115_1.wav	0,638004572	21
c71	190825_0022_ch1	32	lva	95.478	96.264	NA	NA	pairs/lva_c71_1.wav	0,653977413	22
c84	180102_0039S12_ch1	16	lva	123.056	123.992	NA	NA	pairs/lva_c84_1.wav	0,672242168	23
c71	190825_0022_ch1	34	lva	105.721	106.601	NA	NA	pairs/lva_c71_2.wav	0,674175416	24
c112	190830_0068S12_ch1	22	lva	123.809	124.923	NA	NA	pairs/lva_c112_1.wav	0,704131065	25
c90	180102_0045S12_ch1	12	lva	57.291	58.126	NA	NA	pairs/lva_c90_1.wav	0,788877724	26
c114	190830_0070S12_ch1	32	lva	177.685	178.454	NA	NA	pairs/lva_c114_2.wav	0,813999003	27
c114	190830_0070S12_ch1	26	lva	119.451	120.354	NA	NA	pairs/lva_c114_1.wav	0,858395307	28
c88	180102_0043S12_ch1	42	lva	183.506	184.375	NA	NA	pairs/lva_c88_1.wav	0,899380899	29
c117	190830_0073S12_ch1	26	lva	82.848	83.769	NA	NA	pairs/lva_c117_1.wav	0,922473802	30
c76	180101_0031S12_left	38	lva	165.201	165.997	NA	NA	pairs/lva_c76_1.wav	0,937829393	31
c79	180101_0034S12_ch1	28	lva	119.934	120.453	NA	NA	pairs/lva_c79_1.wav	0,947527899	32
c120	190830_0079S12_ch1	50	lvi	173.823	174.617	NA	NA	pairs/lvi_c120_5.wav	0,020064934	1
c78	180101_0033S12_ch1	28	lvi	126.836	127.583	NA	NA	pairs/lvi_c78_1.wav	0,080089572	2
c121	190830_0080S12_ch1	24	lvi	78.628	79.200	NA	NA	pairs/lvi_c121_1.wav	0,185081725	3
c76	180101_0031S12_left	42	lvi	174.056	174.896	NA	NA	pairs/lvi_c76_1.wav	0,196062614	4
c71	190825_0022_ch1	26	lvi	82.021	82.902	NA	NA	pairs/lvi_c71_3.wav	0,207523476	5
c108	190829_0064S12_ch1	24	lvi	138.154	139.049	NA	NA	pairs/lvi_c108_1.wav	0,21105252	6
c73	190825_0024_ch1	18	lvi	140.903	141.544	NA	NA	pairs/lvi_c73_1.wav	0,216616067	7
c120	190830_0079S12_ch1	38	lvi	112.435	113.324	NA	NA	pairs/lvi_c120_4.wav	0,240012533	8
c70	190825_0021_ch1	32	lvi	277.896	279.112	NA	NA	pairs/lvi_c70_2.wav	0,242834049	9
c88	180102_0043S12_ch1	50	lvi	200.797	201.533	NA	NA	pairs/lvi_c88_1.wav	0,268610009	10
c82	180101_0037S12_ch1	48	lvi	110.377	111.329	NA	NA	pairs/lvi_c82_1.wav	0,316614306	11
c116	190830_0072S12_ch1	28	lvi	156.382	157.285	NA	NA	pairs/lvi_c116_3.wav	0,380006066	12
c114	190830_0070S12_ch1	36	lvi	185.263	185.966	NA	NA	pairs/lvi_c114_2.wav	0,381778588	13
c89	180102_0044S12_ch1	26	lvi	87.979	88.849	NA	NA	pairs/lvi_c89_1.wav	0,389041344	14
c116	190830_0072S12_ch1	24	lvi	147.285	148.154	NA	NA	pairs/lvi_c116_1.wav	0,417419765	15
c116	190830_0072S12_ch1	30	lvi	163.291	164.228	NA	NA	pairs/lvi_c116_4.wav	0,445598595	16
c112	190830_0068S12_ch1	12	lvi	108.362	109.120	NA	NA	pairs/lvi_c112_1.wav	0,447250965	17
c117	190830_0073S12_ch1	16	lvi	68.215	68.787	NA	NA	pairs/lvi_c117_1.wav	0,455014832	18
c70	190825_0021_ch1	30	lvi	267.106	267.522	NA	NA	pairs/lvi_c70_1.wav	0,473288501	19
c106	190829_0062S12_ch1	42	lvi	186.417	187.722	NA	NA	pairs/lvi_c106_1.wav	0,49590519	20
c119	190830_0078S12_ch1	32	lvi	323.790	324.774	NA	NA	pairs/lvi_c119_1.wav	0,510984093	21
c110	190829_0066S12_ch1	42	lvi	200.912	201.581	NA	NA	pairs/lvi_c110_1.wav	0,539826197	22
c120	190830_0079S12_ch1	36	lvi	108.497	109.609	NA	NA	pairs/lvi_c120_3.wav	0,561983831	23
c90	180102_0045S12_ch1	26	lvi	90.847	91.913	NA	NA	pairs/lvi_c90_1.wav	0,576739888	24
c123	190830_0082S12_ch1	12	lvi	74.539	75.206	NA	NA	pairs/lvi_c123_1.wav	0,614351665	25
c93	180102_0048S12_ch1	48	lvi	204.590	205.326	NA	NA	pairs/lvi_c93_1.wav	0,6523157	26
c116	190830_0072S12_ch1	26	lvi	152.101	152.837	NA	NA	pairs/lvi_c116_2.wav	0,718412185	27
c115	190830_0071S12_ch1	38	lvi	223.609	224.278	NA	NA	pairs/lvi_c115_1.wav	0,727565213	28
c114	190830_0070S12_ch1	34	lvi	180.949	181.685	NA	NA	pairs/lvi_c114_1.wav	0,736145019	29
c111	190830_0067S12_ch1	22	lvi	122.454	123.223	NA	NA	pairs/lvi_c111_1.wav	0,743337062	30
c120	190830_0079S12_ch1	32	lvi	101.705	102.372	NA	NA	pairs/lvi_c120_1.wav	0,887865629	31
c71	190825_0022_ch1	22	lvi	72.905	73.691	NA	NA	pairs/lvi_c71_1.wav	0,910087909	32
c120	190830_0079S12_ch1	34	lvi	105.071	105.801	NA	NA	pairs/lvi_c120_2.wav	0,922136962	33
c71	190825_0022_ch1	24	lvi	80.291	81.203	NA	NA	pairs/lvi_c71_2.wav	0,929815795	34
c79	180101_0034S12_ch1	12	lvi	84.693	85.453	NA	NA	pairs/lvi_c79_1.wav	0,942070303	35
c84	180102_0039S12_ch1	18	lvi	128.407	128.883	NA	NA	pairs/lvi_c84_1.wav	0,992973835	36
c99	190829_0055S12_ch1	42	meyadi	161.343	163.049	NA	NA	pairs/meyadi_c99_2.wav	0,012879106	1
c94	180102_0049S12_ch1	40	meyadi	387.301	388.538	NA	NA	pairs/meyadi_c94_1.wav	0,091588736	2
c73	190825_0024_ch1	52	meyadi	204.443	205.609	NA	NA	pairs/meyadi_c73_1.wav	0,10598459	3
c71	190825_0022_ch1	64	meyadi	171.622	172.597	NA	NA	pairs/meyadi_c71_1.wav	0,138428142	4
c99	190829_0055S12_ch1	40	meyadi	157.698	158.781	NA	NA	pairs/meyadi_c99_1.wav	0,163297135	5
c108	190829_0064S12_ch1	80	meyadi	262.969	264.240	NA	NA	pairs/meyadi_c108_1.wav	0,184839876	6
c123	190830_0082S12_ch1	44	meyadi	128.589	130.018	NA	NA	pairs/meyadi_c123_2.wav	0,206171813	7
c77	180101_0032S12_ch1	44	meyadi	115.515	116.585	NA	NA	pairs/meyadi_c77_1.wav	0,238511459	8
c80	180101_0035S12_ch1	48	meyadi	185.216	186.041	NA	NA	pairs/meyadi_c80_1.wav	0,246087761	9
c88	180102_0043S12_ch1	82	meyadi	282.047	283.218	NA	NA	pairs/meyadi_c88_1.wav	0,253836856	10
c123	190830_0082S12_ch1	42	meyadi	124.461	125.763	NA	NA	pairs/meyadi_c123_1.wav	0,326929518	11
c83	180101_0038S12_ch1	54	meyadi	157.376	158.808	NA	NA	pairs/meyadi_c83_1.wav	0,344076613	12
c99	190829_0055S12_ch1	44	meyadi	166.260	167.664	NA	NA	pairs/meyadi_c99_3.wav	0,396758112	13
c106	190829_0062S12_ch1	68	meyadi	244.772	245.976	NA	NA	pairs/meyadi_c106_1.wav	0,464745991	14
c81	180101_0036S12_ch1	67	meyadi	276.687	278.281	NA	NA	pairs/meyadi_c81_1.wav	0,470856528	15
c117	190830_0073S12_ch1	44	meyadi	110.595	112.151	NA	NA	pairs/meyadi_c117_1.wav	0,73643243	16
c89	180102_0044S12_ch1	54	meyadi	152.922	154.026	NA	NA	pairs/meyadi_c89_1.wav	0,795537452	17
c95	180102_0050S12_ch1	58	meyadi	204.639	205.907	NA	NA	pairs/meyadi_c95_1.wav	0,908294995	18
c85	180102_0040S12_ch1	52	meyadi	322.833	324.573	NA	NA	pairs/meyadi_c85_1.wav	0,931319898	19
c90	180102_0045S12_ch1	84	meyadi	236.061	237.777	NA	NA	pairs/meyadi_c90_1.wav	0,985353529	20
c112	190830_0068S12_ch1	66	meyadi	219.852	220.855	NA	NA	pairs/meyadi_c112_1.wav	0,997371168	21
c90	180102_0045S12_ch1	74	mituye	213.709	214.961	NA	NA	pairs/mituye_c90_2.wav	0,021660042	1
c112	190830_0068S12_ch1	60	mituye	207.243	208.213	NA	NA	pairs/mituye_c112_2.wav	0,071520097	2
c122	190830_0081S12_ch1	44	mituye	167.090	168.297	NA	NA	pairs/mituye_c122_1.wav	0,113130095	3
c107	190829_0063S12_ch1	76	mituye	265.677	266.848	NA	NA	pairs/mituye_c107_1.wav	0,130232861	4
c114	190830_0070S12_ch1	68	mituye	247.779	248.682	NA	NA	pairs/mituye_c114_1.wav	0,131015877	5
c70	190825_0021_ch1	66	mituye	365.782	367.103	NA	NA	pairs/mituye_c70_1.wav	0,192023234	6
c121	190830_0080S12_ch1	66	mituye	168.151	169.516	NA	NA	pairs/mituye_c121_1.wav	0,22427895	7
c111	190830_0067S12_ch1	54	mituye	178.247	179.819	NA	NA	pairs/mituye_c111_1.wav	0,225983044	8
c112	190830_0068S12_ch1	58	mituye	203.812	204.782	NA	NA	pairs/mituye_c112_1.wav	0,247542501	9
c88	180102_0043S12_ch1	84	mituye	286.462	287.700	NA	NA	pairs/mituye_c88_1.wav	0,285264888	10
c89	180102_0044S12_ch1	56	mituye	158.106	159.177	NA	NA	pairs/mituye_c89_1.wav	0,337496851	11
c112	190830_0068S12_ch1	64	mituye	215.638	216.708	NA	NA	pairs/mituye_c112_4.wav	0,359540951	12
c81	180101_0036S12_ch1	73	mituye	291.140	292.489	NA	NA	pairs/mituye_c81_1.wav	0,415823577	13
c77	180101_0032S12_ch1	46	mituye	119.382	120.368	NA	NA	pairs/mituye_c77_1.wav	0,490898274	14
c93	180102_0048S12_ch1	91	mituye	292.898	294.102	NA	NA	pairs/mituye_c93_1.wav	0,518301517	15
c109	190829_0065S12_ch1	56	mituye	189.988	191.171	NA	NA	pairs/mituye_c109_1.wav	0,54424584	16
c90	180102_0045S12_ch1	72	mituye	208.793	210.416	NA	NA	pairs/mituye_c90_1.wav	0,572273405	17
c93	180102_0048S12_ch1	93	mituye	298.383	299.520	NA	NA	pairs/mituye_c93_2.wav	0,572835835	18
c72	190825_0023_ch1	48	mituye	362.475	364.146	NA	NA	pairs/mituye_c72_1.wav	0,597266758	19
c109	190829_0065S12_ch1	58	mituye	192.998	194.314	NA	NA	pairs/mituye_c109_2.wav	0,600586664	20
c83	180101_0038S12_ch1	60	mituye	170.112	171.385	NA	NA	pairs/mituye_c83_1.wav	0,616856668	21
c112	190830_0068S12_ch1	62	mituye	210.554	211.591	NA	NA	pairs/mituye_c112_3.wav	0,636586977	22
c120	190830_0079S12_ch1	80	mituye	234.392	235.408	NA	NA	pairs/mituye_c120_1.wav	0,641271171	23
c117	190830_0073S12_ch1	46	mituye	113.897	115.326	NA	NA	pairs/mituye_c117_1.wav	0,675108278	24
c116	190830_0072S12_ch1	58	mituye	228.984	230.322	NA	NA	pairs/mituye_c116_1.wav	0,680879829	25
c115	190830_0071S12_ch1	70	mituye	280.405	281.676	NA	NA	pairs/mituye_c115_1.wav	0,693520955	26
c78	180101_0033S12_ch1	50	mituye	166.849	167.959	NA	NA	pairs/mituye_c78_1.wav	0,784047128	27
c74	190825_0025_ch1	36	mituye	99.807	100.933	NA	NA	pairs/mituye_c74_1.wav	0,816152387	28
c84	180102_0039S12_ch1	90	mituye	424.353	425.424	NA	NA	pairs/mituye_c84_1.wav	0,96476908	29
c77	180101_0032S12_ch1	38	nademo	102.985	104.088	NA	NA	pairs/nademo_c77_1.wav	0,039833028	1
c123	190830_0082S12_ch1	38	nademo	116.999	117.920	NA	NA	pairs/nademo_c123_1.wav	0,101555712	2
c73	190825_0024_ch1	48	nademo	195.990	197.027	NA	NA	pairs/nademo_c73_1.wav	0,103615087	3
c71	190825_0022_ch1	68	nademo	180.886	181.641	NA	NA	pairs/nademo_c71_1.wav	0,127647176	4
c119	190830_0078S12_ch1	52	nademo	359.343	360.803	NA	NA	pairs/nademo_c119_1.wav	0,138416155	5
c105	190829_0061S12_ch1	42	nademo	209.401	211.107	NA	NA	pairs/nademo_c105_1.wav	0,278965366	6
c110	190829_0066S12_ch1	66	nademo	251.989	253.494	NA	NA	pairs/nademo_c110_2.wav	0,279934207	7
c78	180101_0033S12_ch1	54	nademo	175.245	176.445	NA	NA	pairs/nademo_c78_1.wav	0,330215954	8
c93	180102_0048S12_ch1	99	nademo	311.078	312.416	NA	NA	pairs/nademo_c93_1.wav	0,376079134	9
c71	190825_0022_ch1	72	nademo	189.204	190.808	NA	NA	pairs/nademo_c71_4.wav	0,392602338	10
c110	190829_0066S12_ch1	64	nademo	247.507	249.079	NA	NA	pairs/nademo_c110_1.wav	0,402487486	11
c108	190829_0064S12_ch1	90	nademo	287.404	288.909	NA	NA	pairs/nademo_c108_1.wav	0,432589568	12
c95	180102_0050S12_ch1	56	nademo	199.488	200.659	NA	NA	pairs/nademo_c95_1.wav	0,508427554	13
c91	180102_0046S12_ch1	68	nademo	396.957	398.127	NA	NA	pairs/nademo_c91_2.wav	0,554989104	14
c81	180101_0036S12_ch1	61	nademo	260.951	262.514	NA	NA	pairs/nademo_c81_1.wav	0,566934235	15
c71	190825_0022_ch1	69	nademo	181.641	182.647	NA	NA	pairs/nademo_c71_2.wav	0,567642891	16
c71	190825_0022_ch1	71	nademo	188.480	189.204	NA	NA	pairs/nademo_c71_3.wav	0,656418056	17
c85	180102_0040S12_ch1	46	nademo	309.135	310.372	NA	NA	pairs/nademo_c85_1.wav	0,691329789	18
c83	180101_0038S12_ch1	52	nademo	152.063	153.272	NA	NA	pairs/nademo_c83_1.wav	0,760272752	19
c112	190830_0068S12_ch1	56	nademo	200.066	201.070	NA	NA	pairs/nademo_c112_1.wav	0,780959217	20
c91	180102_0046S12_ch1	66	nademo	390.984	391.920	NA	NA	pairs/nademo_c91_1.wav	0,840329702	21
c118	190830_0075S12_ch1	54	nademo	278.723	279.612	NA	NA	pairs/nademo_c118_1.wav	0,902171693	22
c106	190829_0062S12_ch1	62	nademo	231.875	233.414	NA	NA	pairs/nademo_c106_1.wav	0,929536597	23
c120	190830_0079S12_ch1	84	nademo	242.965	244.203	NA	NA	pairs/nademo_c120_1.wav	0,989282845	24
c73	190825_0024_ch1	54	nayeki	208.486	209.705	NA	NA	pairs/nayeki_c73_1.wav	0,016252429	1
c81	180101_0036S12_ch1	75	nayeki	296.238	297.499	NA	NA	pairs/nayeki_c81_1.wav	0,052224551	2
c70	190825_0021_ch1	62	nayeki	352.504	353.888	NA	NA	pairs/nayeki_c70_1.wav	0,06009321	3
c107	190829_0063S12_ch1	58	nayeki	229.283	230.721	NA	NA	pairs/nayeki_c107_1.wav	0,106477832	4
c123	190830_0082S12_ch1	46	nayeki	132.553	133.696	NA	NA	pairs/nayeki_c123_1.wav	0,179989663	5
c116	190830_0072S12_ch1	48	nayeki	200.369	201.840	NA	NA	pairs/nayeki_c116_1.wav	0,207431628	6
c93	180102_0048S12_ch1	97	nayeki	306.778	308.283	NA	NA	pairs/nayeki_c93_1.wav	0,213583856	7
c111	190830_0067S12_ch1	52	nayeki	175.404	176.574	NA	NA	pairs/nayeki_c111_1.wav	0,233813949	8
c117	190830_0073S12_ch1	42	nayeki	107.134	108.309	NA	NA	pairs/nayeki_c117_1.wav	0,239673938	9
c70	190825_0021_ch1	64	nayeki	360.686	362.007	NA	NA	pairs/nayeki_c70_2.wav	0,2812455	10
c122	190830_0081S12_ch1	48	nayeki	174.615	176.171	NA	NA	pairs/nayeki_c122_1.wav	0,430814729	11
c82	180101_0037S12_ch1	70	nayeki	164.282	165.521	NA	NA	pairs/nayeki_c82_1.wav	0,453391081	12
c112	190830_0068S12_ch1	54	nayeki	195.852	197.090	NA	NA	pairs/nayeki_c112_1.wav	0,468700116	13
c121	190830_0080S12_ch1	64	nayeki	162.943	164.690	NA	NA	pairs/nayeki_c121_1.wav	0,502669295	14
c84	180102_0039S12_ch1	94	nayeki	434.655	435.892	NA	NA	pairs/nayeki_c84_1.wav	0,627473348	15
c109	190829_0065S12_ch1	52	nayeki	182.195	183.232	NA	NA	pairs/nayeki_c109_1.wav	0,628330508	16
c72	190825_0023_ch1	54	nayeki	377.704	378.985	NA	NA	pairs/nayeki_c72_1.wav	0,691640563	17
c91	180102_0046S12_ch1	62	nayeki	380.214	381.418	NA	NA	pairs/nayeki_c91_1.wav	0,72136219	18
c114	190830_0070S12_ch1	72	nayeki	255.959	256.996	NA	NA	pairs/nayeki_c114_1.wav	0,73353806	19
c105	190829_0061S12_ch1	50	nayeki	232.331	233.736	NA	NA	pairs/nayeki_c105_2.wav	0,785194083	20
c91	180102_0046S12_ch1	64	nayeki	387.505	388.504	NA	NA	pairs/nayeki_c91_2.wav	0,824696565	21
c80	180101_0035S12_ch1	50	nayeki	189.609	190.498	NA	NA	pairs/nayeki_c80_1.wav	0,86689369	22
c115	190830_0071S12_ch1	62	nayeki	265.956	266.960	NA	NA	pairs/nayeki_c115_1.wav	0,902698212	23
c105	190829_0061S12_ch1	48	nayeki	222.833	224.371	NA	NA	pairs/nayeki_c105_1.wav	0,91368898	24
c116	190830_0072S12_ch1	50	nayeki	209.251	210.689	NA	NA	pairs/nayeki_c116_2.wav	0,979747237	25
c76	180101_0031S12_left	58	nayeki	206.679	208.227	NA	NA	pairs/nayeki_c76_1.wav	0,983670055	26
c76	180101_0031S12_left	46	noki	182.431	183.448	NA	NA	pairs/noki_c76_1.wav	0,04363501	1
c71	190825_0022_ch1	50	noki	136.938	137.756	NA	NA	pairs/noki_c71_2.wav	0,084832648	2
c107	190829_0063S12_ch1	56	noki	224.734	225.738	NA	NA	pairs/noki_c107_1.wav	0,092569775	3
c70	190825_0021_ch1	46	noki	315.284	316.668	NA	NA	pairs/noki_c70_1.wav	0,093821672	4
c117	190830_0073S12_ch1	38	noki	100.276	101.323	NA	NA	pairs/noki_c117_1.wav	0,253677153	5
c123	190830_0082S12_ch1	34	noki	110.109	110.998	NA	NA	pairs/noki_c123_1.wav	0,318821877	6
c90	180102_0045S12_ch1	62	noki	185.764	186.784	NA	NA	pairs/noki_c90_1.wav	0,325105991	7
c105	190829_0061S12_ch1	38	noki	200.906	201.876	NA	NA	pairs/noki_c105_1.wav	0,401187199	8
c83	180101_0038S12_ch1	38	noki	123.449	124.340	NA	NA	pairs/noki_c83_1.wav	0,476059884	9
c84	180102_0039S12_ch1	74	noki	381.002	382.173	NA	NA	pairs/noki_c84_2.wav	0,483365101	10
c88	180102_0043S12_ch1	58	noki	217.004	217.974	NA	NA	pairs/noki_c88_1.wav	0,516409924	11
c121	190830_0080S12_ch1	44	noki	117.071	118.055	NA	NA	pairs/noki_c121_1.wav	0,545413135	12
c93	180102_0048S12_ch1	76	noki	262.992	263.828	NA	NA	pairs/noki_c93_2.wav	0,559449241	13
c78	180101_0033S12_ch1	42	noki	151.538	152.512	NA	NA	pairs/noki_c78_1.wav	0,568284451	14
c84	180102_0039S12_ch1	60	noki	246.955	248.059	NA	NA	pairs/noki_c84_1.wav	0,568600418	15
c114	190830_0070S12_ch1	56	noki	223.076	223.846	NA	NA	pairs/noki_c114_1.wav	0,571800303	16
