id	file	int	target	on	off	cor	mp	outfile	rand	nb
c87	180102_0042S12_ch1	38	dpi	235.617	236.486	NA	NA	pairs/dpi_c87_5.wav	0,878686246	34
c81	180101_0036S12_ch1	46	dpi	214.222	215.019	NA	NA	pairs/dpi_c81_4.wav	0,878960944	35
c109	190829_0065S12_ch1	34	dpi	151.540	152.041	NA	NA	pairs/dpi_c109_1.wav	0,899667607	36
c105	190829_0061S12_ch1	14	dpi	137.535	138.338	NA	NA	pairs/dpi_c105_1.wav	0,93593037	37
c91	180102_0046S12_ch1	24	dpi	294.783	295.318	NA	NA	pairs/dpi_c91_1.wav	0,958564529	38
c85	180102_0040S12_ch1	28	dpi	260.198	260.894	NA	NA	pairs/dpi_c85_1.wav	0,978733429	39
c90	180102_0045S12_ch1	52	dpu	164.034	165.007	NA	NA	pairs/dpu_c90_1.wav	0,009589306	1
c84	180102_0039S12_ch1	52	dpu	222.768	223.270	NA	NA	pairs/dpu_c84_3.wav	0,033020168	2
c78	180101_0033S12_ch1	22	dpu	116.399	117.056	NA	NA	pairs/dpu_c78_1.wav	0,04374337	3
c73	190825_0024_ch1	26	dpu	155.471	156.025	NA	NA	pairs/dpu_c73_1.wav	0,073747227	4
c111	190830_0067S12_ch1	30	dpu	134.394	134.829	NA	NA	pairs/dpu_c111_1.wav	0,084789534	5
c84	180102_0039S12_ch1	56	dpu	237.169	237.738	NA	NA	pairs/dpu_c84_5.wav	0,097524595	6
c93	180102_0048S12_ch1	24	dpu	155.286	155.888	NA	NA	pairs/dpu_c93_3.wav	0,11977388	7
c120	190830_0079S12_ch1	20	dpu	77.497	78.259	NA	NA	pairs/dpu_c120_4.wav	0,128895845	8
c106	190829_0062S12_ch1	30	dpu	156.330	157.233	NA	NA	pairs/dpu_c106_2.wav	0,196952052	9
c121	190830_0080S12_ch1	38	dpu	105.899	106.470	NA	NA	pairs/dpu_c121_5.wav	0,203782544	10
c117	190830_0073S12_ch1	24	dpu	79.991	80.626	NA	NA	pairs/dpu_c117_1.wav	0,216440573	11
c108	190829_0064S12_ch1	46	dpu	186.922	187.524	NA	NA	pairs/dpu_c108_2.wav	0,228820289	12
c119	190830_0078S12_ch1	24	dpu	307.469	308.326	NA	NA	pairs/dpu_c119_3.wav	0,238890268	13
c93	180102_0048S12_ch1	20	dpu	146.222	146.891	NA	NA	pairs/dpu_c93_1.wav	0,283845453	14
c121	190830_0080S12_ch1	32	dpu	92.785	93.388	NA	NA	pairs/dpu_c121_2.wav	0,31191579	15
c108	190829_0064S12_ch1	44	dpu	183.711	184.380	NA	NA	pairs/dpu_c108_1.wav	0,319654995	16
c120	190830_0079S12_ch1	22	dpu	81.276	82.006	NA	NA	pairs/dpu_c120_5.wav	0,327846942	17
c114	190830_0070S12_ch1	40	dpu	193.524	194.060	NA	NA	pairs/dpu_c114_2.wav	0,335160857	18
c115	190830_0071S12_ch1	40	dpu	227.589	228.124	NA	NA	pairs/dpu_c115_1.wav	0,342713604	19
c89	180102_0044S12_ch1	22	dpu	79.317	80.086	NA	NA	pairs/dpu_c89_1.wav	0,433514907	20
c82	180101_0037S12_ch1	30	dpu	72.029	72.918	NA	NA	pairs/dpu_c82_1.wav	0,445442062	21
c120	190830_0079S12_ch1	16	dpu	71.750	72.353	NA	NA	pairs/dpu_c120_2.wav	0,503462542	22
c114	190830_0070S12_ch1	38	dpu	188.608	189.176	NA	NA	pairs/dpu_c114_1.wav	0,547563927	23
c106	190829_0062S12_ch1	28	dpu	152.250	153.119	NA	NA	pairs/dpu_c106_1.wav	0,571102774	24
c116	190830_0072S12_ch1	32	dpu	169.546	170.148	NA	NA	pairs/dpu_c116_1.wav	0,578049623	25
c79	180101_0034S12_ch1	24	dpu	111.215	111.620	NA	NA	pairs/dpu_c79_1.wav	0,59696907	26
c76	180101_0031S12_left	44	dpu	178.186	178.893	NA	NA	pairs/dpu_c76_1.wav	0,602588143	27
c84	180102_0039S12_ch1	48	dpu	207.684	208.420	NA	NA	pairs/dpu_c84_1.wav	0,612256972	28
c121	190830_0080S12_ch1	30	dpu	89.419	90.118	NA	NA	pairs/dpu_c121_1.wav	0,625857331	29
c88	180102_0043S12_ch1	46	dpu	191.900	192.837	NA	NA	pairs/dpu_c88_2.wav	0,650974022	30
c119	190830_0078S12_ch1	26	dpu	312.295	313.343	NA	NA	pairs/dpu_c119_4.wav	0,654769603	31
c88	180102_0043S12_ch1	44	dpu	187.753	188.522	NA	NA	pairs/dpu_c88_1.wav	0,69787835	32
c120	190830_0079S12_ch1	18	dpu	74.481	75.052	NA	NA	pairs/dpu_c120_3.wav	0,72472617	33
c110	190829_0066S12_ch1	38	dpu	192.866	193.769	NA	NA	pairs/dpu_c110_1.wav	0,735059166	34
c120	190830_0079S12_ch1	14	dpu	68.098	68.797	NA	NA	pairs/dpu_c120_1.wav	0,739619993	35
c93	180102_0048S12_ch1	28	dpu	165.387	165.989	NA	NA	pairs/dpu_c93_5.wav	0,769991113	36
c119	190830_0078S12_ch1	20	dpu	300.960	302.039	NA	NA	pairs/dpu_c119_1.wav	0,780068738	37
c70	190825_0021_ch1	38	dpu	291.272	291.911	NA	NA	pairs/dpu_c70_1.wav	0,807700411	38
c82	180101_0037S12_ch1	32	dpu	75.331	75.966	NA	NA	pairs/dpu_c82_2.wav	0,814112245	39
c123	190830_0082S12_ch1	20	dpu	84.871	85.442	NA	NA	pairs/dpu_c123_1.wav	0,825222237	40
c93	180102_0048S12_ch1	26	dpu	159.968	160.604	NA	NA	pairs/dpu_c93_4.wav	0,838337515	41
c84	180102_0039S12_ch1	50	dpu	213.203	214.106	NA	NA	pairs/dpu_c84_2.wav	0,846508815	42
c119	190830_0078S12_ch1	22	dpu	304.230	305.627	NA	NA	pairs/dpu_c119_2.wav	0,87212106	43
c93	180102_0048S12_ch1	22	dpu	150.503	151.339	NA	NA	pairs/dpu_c93_2.wav	0,884218961	44
c121	190830_0080S12_ch1	36	dpu	99.485	100.056	NA	NA	pairs/dpu_c121_4.wav	0,907530984	45
c121	190830_0080S12_ch1	34	dpu	96.087	96.691	NA	NA	pairs/dpu_c121_3.wav	0,947626917	46
c71	190825_0022_ch1	16	dpu	61.389	62.207	NA	NA	pairs/dpu_c71_1.wav	0,971245724	47
c84	180102_0039S12_ch1	54	dpu	229.076	229.912	NA	NA	pairs/dpu_c84_4.wav	0,989611657	48
c112	190830_0068S12_ch1	34	dpu	154.493	155.354	NA	NA	pairs/dpu_c112_1.wav	0,99580821	49
c119	190830_0078S12_ch1	18	gh_aa	298.139	298.901	NA	NA	pairs/gh_aa_c119_1.wav	0,005696405	1
c114	190830_0070S12_ch1	52	gh_aa	215.183	215.819	NA	NA	pairs/gh_aa_c114_1.wav	0,028265693	2
c112	190830_0068S12_ch1	14	gh_aa	111.606	112.467	NA	NA	pairs/gh_aa_c112_1.wav	0,06871882	3
c73	190825_0024_ch1	28	gh_aa	158.942	159.714	NA	NA	pairs/gh_aa_c73_1.wav	0,076676863	4
c76	180101_0031S12_left	32	gh_aa	149.238	150.075	NA	NA	pairs/gh_aa_c76_1.wav	0,07737352	5
c123	190830_0082S12_ch1	24	gh_aa	95.349	95.825	NA	NA	pairs/gh_aa_c123_2.wav	0,1123692	6
c82	180101_0037S12_ch1	44	gh_aa	101.554	102.538	NA	NA	pairs/gh_aa_c82_2.wav	0,169030972	7
c108	190829_0064S12_ch1	42	gh_aa	179.346	179.700	NA	NA	pairs/gh_aa_c108_2.wav	0,188250418	8
c106	190829_0062S12_ch1	12	gh_aa	117.494	118.197	NA	NA	pairs/gh_aa_c106_1.wav	0,271057613	9
c71	190825_0022_ch1	28	gh_aa	87.488	88.243	NA	NA	pairs/gh_aa_c71_1.wav	0,343021178	10
c117	190830_0073S12_ch1	18	gh_aa	70.973	71.735	NA	NA	pairs/gh_aa_c117_1.wav	0,365689301	11
c76	180101_0031S12_left	34	gh_aa	152.291	153.303	NA	NA	pairs/gh_aa_c76_2.wav	0,403379277	12
c82	180101_0037S12_ch1	42	gh_aa	96.950	97.903	NA	NA	pairs/gh_aa_c82_1.wav	0,429237663	13
c90	180102_0045S12_ch1	54	gh_aa	168.049	168.884	NA	NA	pairs/gh_aa_c90_1.wav	0,432742414	14
c93	180102_0048S12_ch1	60	gh_aa	228.490	229.192	NA	NA	pairs/gh_aa_c93_1.wav	0,437293004	15
c73	190825_0024_ch1	32	gh_aa	164.914	165.950	NA	NA	pairs/gh_aa_c73_3.wav	0,451769181	16
c70	190825_0021_ch1	42	gh_aa	300.115	300.937	NA	NA	pairs/gh_aa_c70_1.wav	0,468960202	17
c70	190825_0021_ch1	44	gh_aa	309.858	311.084	NA	NA	pairs/gh_aa_c70_2.wav	0,480675713	18
c111	190830_0067S12_ch1	34	gh_aa	141.384	142.086	NA	NA	pairs/gh_aa_c111_1.wav	0,489759337	19
c88	180102_0043S12_ch1	48	gh_aa	196.181	197.185	NA	NA	pairs/gh_aa_c88_1.wav	0,495983273	20
c79	180101_0034S12_ch1	32	gh_aa	128.095	128.598	NA	NA	pairs/gh_aa_c79_1.wav	0,564507604	21
c120	190830_0079S12_ch1	70	gh_aa	212.996	214.075	NA	NA	pairs/gh_aa_c120_1.wav	0,607166422	22
c93	180102_0048S12_ch1	62	gh_aa	232.470	233.340	NA	NA	pairs/gh_aa_c93_2.wav	0,610277794	23
c78	180101_0033S12_ch1	40	gh_aa	147.889	148.614	NA	NA	pairs/gh_aa_c78_1.wav	0,612227873	24
c110	190829_0066S12_ch1	36	gh_aa	188.752	189.539	NA	NA	pairs/gh_aa_c110_1.wav	0,657839909	25
c84	180102_0039S12_ch1	26	gh_aa	146.410	146.949	NA	NA	pairs/gh_aa_c84_1.wav	0,658218795	26
c89	180102_0044S12_ch1	24	gh_aa	83.665	84.267	NA	NA	pairs/gh_aa_c89_1.wav	0,719973762	27
c115	190830_0071S12_ch1	20	gh_aa	183.803	184.672	NA	NA	pairs/gh_aa_c115_1.wav	0,725609234	28
c108	190829_0064S12_ch1	40	gh_aa	175.438	176.369	NA	NA	pairs/gh_aa_c108_1.wav	0,734446598	29
c116	190830_0072S12_ch1	16	gh_aa	131.011	131.981	NA	NA	pairs/gh_aa_c116_1.wav	0,753548528	30
c73	190825_0024_ch1	30	gh_aa	160.974	161.648	NA	NA	pairs/gh_aa_c73_2.wav	0,823695131	31
c121	190830_0080S12_ch1	42	gh_aa	113.546	114.658	NA	NA	pairs/gh_aa_c121_1.wav	0,837477395	32
c71	190825_0022_ch1	30	gh_aa	90.319	91.294	NA	NA	pairs/gh_aa_c71_2.wav	0,905440683	33
c123	190830_0082S12_ch1	22	gh_aa	87.887	88.363	NA	NA	pairs/gh_aa_c123_1.wav	0,927910149	34
c95	180102_0050S12_ch1	14	ghuu	108.104	109.074	NA	NA	pairs/ghuu_c95_1.wav	0,034309236	1
c81	180101_0036S12_ch1	24	ghuu	146.975	148.094	NA	NA	pairs/ghuu_c81_4.wav	0,070590319	2
c99	190829_0055S12_ch1	16	ghuu	112.340	113.210	NA	NA	pairs/ghuu_c99_1.wav	0,149392211	3
c74	190825_0025_ch1	14	ghuu	59.817	60.586	NA	NA	pairs/ghuu_c74_2.wav	0,170677508	4
c87	180102_0042S12_ch1	26	ghuu	213.490	214.292	NA	NA	pairs/ghuu_c87_2.wav	0,18580711	5
c77	180101_0032S12_ch1	16	ghuu	62.885	63.604	NA	NA	pairs/ghuu_c77_1.wav	0,280880003	6
c87	180102_0042S12_ch1	24	ghuu	208.941	209.677	NA	NA	pairs/ghuu_c87_1.wav	0,289621695	7
c105	190829_0061S12_ch1	20	ghuu	152.806	153.742	NA	NA	pairs/ghuu_c105_1.wav	0,302538827	8
c72	190825_0023_ch1	30	ghuu	313.865	314.584	NA	NA	pairs/ghuu_c72_1.wav	0,305379921	9
c80	180101_0035S12_ch1	30	ghuu	146.003	146.654	NA	NA	pairs/ghuu_c80_1.wav	0,338378412	10
c85	180102_0040S12_ch1	22	ghuu	243.891	244.727	NA	NA	pairs/ghuu_c85_1.wav	0,386917938	11
c81	180101_0036S12_ch1	18	ghuu	132.743	133.387	NA	NA	pairs/ghuu_c81_1.wav	0,426264261	12
c107	190829_0063S12_ch1	38	ghuu	186.266	187.136	NA	NA	pairs/ghuu_c107_1.wav	0,46656026	13
c122	190830_0081S12_ch1	26	ghuu	130.457	131.283	NA	NA	pairs/ghuu_c122_1.wav	0,53358397	14
c81	180101_0036S12_ch1	20	ghuu	136.498	137.294	NA	NA	pairs/ghuu_c81_2.wav	0,568923137	15
c91	180102_0046S12_ch1	18	ghuu	281.204	281.773	NA	NA	pairs/ghuu_c91_1.wav	0,5885861	16
c107	190829_0063S12_ch1	40	ghuu	189.798	190.600	NA	NA	pairs/ghuu_c107_2.wav	0,629760804	17
c81	180101_0036S12_ch1	22	ghuu	140.619	141.477	NA	NA	pairs/ghuu_c81_3.wav	0,678412666	18
c105	190829_0061S12_ch1	22	ghuu	158.559	159.462	NA	NA	pairs/ghuu_c105_2.wav	0,691433537	19
c109	190829_0065S12_ch1	32	ghuu	148.764	149.265	NA	NA	pairs/ghuu_c109_1.wav	0,706039776	20
c72	190825_0023_ch1	32	ghuu	323.158	324.048	NA	NA	pairs/ghuu_c72_2.wav	0,756337547	21
c94	180102_0049S12_ch1	18	ghuu	339.501	340.271	NA	NA	pairs/ghuu_c94_3.wav	0,812980229	22
c94	180102_0049S12_ch1	16	ghuu	332.846	333.582	NA	NA	pairs/ghuu_c94_2.wav	0,814940425	23
c74	190825_0025_ch1	12	ghuu	56.520	57.427	NA	NA	pairs/ghuu_c74_1.wav	0,821586803	24
c118	190830_0075S12_ch1	36	ghuu	238.502	239.169	NA	NA	pairs/ghuu_c118_1.wav	0,848313923	25
c83	180101_0038S12_ch1	12	ghuu	70.039	70.708	NA	NA	pairs/ghuu_c83_1.wav	0,853318309	26
c85	180102_0040S12_ch1	24	ghuu	251.837	252.640	NA	NA	pairs/ghuu_c85_2.wav	0,906851409	27
c91	180102_0046S12_ch1	20	ghuu	285.820	286.555	NA	NA	pairs/ghuu_c91_2.wav	0,923768806	28
c94	180102_0049S12_ch1	14	ghuu	322.492	323.160	NA	NA	pairs/ghuu_c94_1.wav	0,924705511	29
c99	190829_0055S12_ch1	30	kamo	137.109	137.878	NA	NA	pairs/kamo_c99_1.wav	0,007580333	1
c94	180102_0049S12_ch1	30	kamo	365.943	367.147	NA	NA	pairs/kamo_c94_1.wav	0,056728112	2
c110	190829_0066S12_ch1	50	kamo	217.568	218.404	NA	NA	pairs/kamo_c110_1.wav	0,092045112	3
c95	180102_0050S12_ch1	46	kamo	175.087	175.957	NA	NA	pairs/kamo_c95_1.wav	0,192177264	4
c90	180102_0045S12_ch1	68	kamo	200.677	201.883	NA	NA	pairs/kamo_c90_1.wav	0,204466163	5
c123	190830_0082S12_ch1	32	kamo	107.188	107.950	NA	NA	pairs/kamo_c123_1.wav	0,343429662	6
c117	190830_0073S12_ch1	36	kamo	97.704	98.275	NA	NA	pairs/kamo_c117_1.wav	0,369997671	7
c106	190829_0062S12_ch1	46	kamo	194.798	195.768	NA	NA	pairs/kamo_c106_2.wav	0,384096721	8
c77	180101_0032S12_ch1	34	kamo	94.123	94.843	NA	NA	pairs/kamo_c77_1.wav	0,401045718	9
c119	190830_0078S12_ch1	40	kamo	337.502	338.804	NA	NA	pairs/kamo_c119_1.wav	0,507509951	10
c82	180101_0037S12_ch1	60	kamo	140.981	142.219	NA	NA	pairs/kamo_c82_2.wav	0,628347976	11
c90	180102_0045S12_ch1	70	kamo	204.573	205.686	NA	NA	pairs/kamo_c90_2.wav	0,634227498	12
c73	190825_0024_ch1	42	kamo	185.583	186.516	NA	NA	pairs/kamo_c73_1.wav	0,653289863	13
c122	190830_0081S12_ch1	40	kamo	159.343	160.168	NA	NA	pairs/kamo_c122_1.wav	0,667479232	14
c81	180101_0036S12_ch1	59	kamo	254.916	255.866	NA	NA	pairs/kamo_c81_1.wav	0,698218625	15
c80	180101_0035S12_ch1	44	kamo	176.867	177.549	NA	NA	pairs/kamo_c80_1.wav	0,727616982	16
c109	190829_0065S12_ch1	50	kamo	178.617	179.720	NA	NA	pairs/kamo_c109_1.wav	0,73732359	17
c82	180101_0037S12_ch1	58	kamo	136.472	137.742	NA	NA	pairs/kamo_c82_1.wav	0,763479139	18
c72	190825_0023_ch1	44	kamo	352.567	353.456	NA	NA	pairs/kamo_c72_1.wav	0,781611951	19
c85	180102_0040S12_ch1	34	kamo	272.124	273.228	NA	NA	pairs/kamo_c85_1.wav	0,821508431	20
c87	180102_0042S12_ch1	52	kamo	268.981	269.884	NA	NA	pairs/kamo_c87_1.wav	0,888118311	21
c106	190829_0062S12_ch1	44	kamo	190.665	191.835	NA	NA	pairs/kamo_c106_1.wav	0,899986904	22
c106	190829_0062S12_ch1	52	kani	209.280	210.284	NA	NA	pairs/kani_c106_2.wav	0,003100805	1
c122	190830_0081S12_ch1	28	kani	133.760	134.649	NA	NA	pairs/kani_c122_1.wav	0,06719597	2
c110	190829_0066S12_ch1	46	kani	209.742	210.745	NA	NA	pairs/kani_c110_1.wav	0,073829786	3
c116	190830_0072S12_ch1	44	kani	192.977	194.248	NA	NA	pairs/kani_c116_1.wav	0,077874483	4
c85	180102_0040S12_ch1	40	kani	294.031	294.968	NA	NA	pairs/kani_c85_2.wav	0,083829075	5
c108	190829_0064S12_ch1	72	kani	243.484	244.454	NA	NA	pairs/kani_c108_1.wav	0,092691286	6
c87	180102_0042S12_ch1	46	kani	256.607	257.643	NA	NA	pairs/kani_c87_1.wav	0,146534362	7
c81	180101_0036S12_ch1	52	kani	239.042	239.992	NA	NA	pairs/kani_c81_1.wav	0,16553483	8
c90	180102_0045S12_ch1	60	kani	181.498	182.564	NA	NA	pairs/kani_c90_2.wav	0,170226972	9
c72	190825_0023_ch1	34	kani	327.882	328.573	NA	NA	pairs/kani_c72_1.wav	0,229999773	10
c95	180102_0050S12_ch1	40	kani	162.110	163.047	NA	NA	pairs/kani_c95_2.wav	0,276969678	11
c93	180102_0048S12_ch1	78	kani	266.691	267.460	NA	NA	pairs/kani_c93_1.wav	0,287984216	12
c106	190829_0062S12_ch1	50	kani	203.594	204.665	NA	NA	pairs/kani_c106_1.wav	0,368221055	13
c74	190825_0025_ch1	30	kani	87.909	88.760	NA	NA	pairs/kani_c74_1.wav	0,406009027	14
c105	190829_0061S12_ch1	34	kani	192.946	193.849	NA	NA	pairs/kani_c105_1.wav	0,44458779	15
c80	180101_0035S12_ch1	40	kani	168.375	169.026	NA	NA	pairs/kani_c80_1.wav	0,53477726	16
c77	180101_0032S12_ch1	32	kani	90.679	91.414	NA	NA	pairs/kani_c77_1.wav	0,557464697	17
c85	180102_0040S12_ch1	38	kani	289.382	290.218	NA	NA	pairs/kani_c85_1.wav	0,586085673	18
c83	180101_0038S12_ch1	42	kani	131.340	132.199	NA	NA	pairs/kani_c83_2.wav	0,62267544	19
c115	190830_0071S12_ch1	58	kani	259.080	260.084	NA	NA	pairs/kani_c115_1.wav	0,656967479	20
c81	180101_0036S12_ch1	54	kani	243.348	244.145	NA	NA	pairs/kani_c81_2.wav	0,675290468	21
c90	180102_0045S12_ch1	58	kani	176.860	178.066	NA	NA	pairs/kani_c90_1.wav	0,723174197	22
c87	180102_0042S12_ch1	48	kani	261.222	262.025	NA	NA	pairs/kani_c87_2.wav	0,727181807	23
c118	190830_0075S12_ch1	38	kani	241.931	242.725	NA	NA	pairs/kani_c118_1.wav	0,736295312	24
c119	190830_0078S12_ch1	36	kani	330.961	332.104	NA	NA	pairs/kani_c119_1.wav	0,783715233	25
c81	180101_0036S12_ch1	55	kani	244.145	244.819	NA	NA	pairs/kani_c81_3.wav	0,836743578	26
c83	180101_0038S12_ch1	40	kani	127.331	128.222	NA	NA	pairs/kani_c83_1.wav	0,930755476	27
c72	190825_0023_ch1	36	kani	331.794	332.662	NA	NA	pairs/kani_c72_2.wav	0,945944366	28
c95	180102_0050S12_ch1	38	kani	158.498	159.301	NA	NA	pairs/kani_c95_1.wav	0,948236063	29
c95	180102_0050S12_ch1	36	kipo	154.833	155.970	NA	NA	pairs/kipo_c95_2.wav	0,114842303	1
c79	180101_0034S12_ch1	44	kipo	160.091	160.837	NA	NA	pairs/kipo_c79_1.wav	0,128811347	2
c91	180102_0046S12_ch1	42	kipo	336.696	337.565	NA	NA	pairs/kipo_c91_2.wav	0,140763435	3
c109	190829_0065S12_ch1	48	kipo	175.807	176.692	NA	NA	pairs/kipo_c109_1.wav	0,141445151	4
c78	180101_0033S12_ch1	48	kipo	163.180	164.018	NA	NA	pairs/kipo_c78_1.wav	0,17970371	5
c93	180102_0048S12_ch1	68	kipo	243.895	244.898	NA	NA	pairs/kipo_c93_2.wav	0,187941412	6
c74	190825_0025_ch1	28	kipo	84.633	85.402	NA	NA	pairs/kipo_c74_1.wav	0,237802201	7
c105	190829_0061S12_ch1	36	kipo	196.993	197.930	NA	NA	pairs/kipo_c105_1.wav	0,240452774	8
c89	180102_0044S12_ch1	34	kipo	105.792	106.528	NA	NA	pairs/kipo_c89_2.wav	0,242263433	9
c79	180101_0034S12_ch1	46	kipo	165.251	165.900	NA	NA	pairs/kipo_c79_2.wav	0,248463132	10
c120	190830_0079S12_ch1	78	kipo	229.951	230.872	NA	NA	pairs/kipo_c120_1.wav	0,389571496	11
c87	180102_0042S12_ch1	50	kipo	265.035	265.838	NA	NA	pairs/kipo_c87_1.wav	0,391300512	12
c93	180102_0048S12_ch1	66	kipo	240.416	241.219	NA	NA	pairs/kipo_c93_1.wav	0,418527754	13
c71	190825_0022_ch1	56	kipo	152.746	153.689	NA	NA	pairs/kipo_c71_1.wav	0,447151669	14
c83	180101_0038S12_ch1	48	kipo	142.962	143.885	NA	NA	pairs/kipo_c83_2.wav	0,547548055	15
c76	180101_0031S12_left	52	kipo	194.773	195.834	NA	NA	pairs/kipo_c76_1.wav	0,579915267	16
c83	180101_0038S12_ch1	50	kipo	146.717	147.290	NA	NA	pairs/kipo_c83_3.wav	0,63906165	17
c93	180102_0048S12_ch1	72	kipo	252.390	253.393	NA	NA	pairs/kipo_c93_4.wav	0,648341631	18
c85	180102_0040S12_ch1	32	kipo	267.924	268.927	NA	NA	pairs/kipo_c85_1.wav	0,737232297	19
c118	190830_0075S12_ch1	40	kipo	245.089	246.150	NA	NA	pairs/kipo_c118_1.wav	0,756345411	20
c83	180101_0038S12_ch1	46	kipo	139.398	140.130	NA	NA	pairs/kipo_c83_1.wav	0,818809827	21
c91	180102_0046S12_ch1	40	kipo	332.515	333.418	NA	NA	pairs/kipo_c91_1.wav	0,840677087	22
c89	180102_0044S12_ch1	32	kipo	100.321	101.123	NA	NA	pairs/kipo_c89_1.wav	0,896792928	23
c106	190829_0062S12_ch1	54	kipo	213.394	214.330	NA	NA	pairs/kipo_c106_1.wav	0,900568551	24
c88	180102_0043S12_ch1	56	kipo	212.890	213.860	NA	NA	pairs/kipo_c88_1.wav	0,933618384	25
c93	180102_0048S12_ch1	70	kipo	247.473	248.243	NA	NA	pairs/kipo_c93_3.wav	0,940183054	26
c95	180102_0050S12_ch1	34	kipo	149.314	150.151	NA	NA	pairs/kipo_c95_1.wav	0,976538388	27
c116	190830_0072S12_ch1	22	kp_aa	142.168	143.104	NA	NA	pairs/kp_aa_c116_1.wav	0,100781317	1
c90	180102_0045S12_ch1	18	kp_aa	70.303	70.906	NA	NA	pairs/kp_aa_c90_2.wav	0,143340601	2
c78	180101_0033S12_ch1	14	kp_aa	86.219	87.080	NA	NA	pairs/kp_aa_c78_2.wav	0,168221299	3
c108	190829_0064S12_ch1	26	kp_aa	142.593	143.488	NA	NA	pairs/kp_aa_c108_1.wav	0,170983199	4
c110	190829_0066S12_ch1	30	kp_aa	172.712	173.581	NA	NA	pairs/kp_aa_c110_2.wav	0,191822675	5
c84	180102_0039S12_ch1	14	kp_aa	116.976	117.421	NA	NA	pairs/kp_aa_c84_1.wav	0,205586839	6
c93	180102_0048S12_ch1	64	kp_aa	236.350	237.119	NA	NA	pairs/kp_aa_c93_1.wav	0,214475585	7
c123	190830_0082S12_ch1	26	kp_aa	98.429	99.032	NA	NA	pairs/kp_aa_c123_1.wav	0,256450199	8
c120	190830_0079S12_ch1	10	kp_aa	61.812	62.542	NA	NA	pairs/kp_aa_c120_1.wav	0,299440659	9
c112	190830_0068S12_ch1	18	kp_aa	117.277	118.239	NA	NA	pairs/kp_aa_c112_1.wav	0,308917242	10
c76	180101_0031S12_left	36	kp_aa	160.458	161.331	NA	NA	pairs/kp_aa_c76_1.wav	0,312777635	11
c73	190825_0024_ch1	36	kp_aa	174.985	175.789	NA	NA	pairs/kp_aa_c73_2.wav	0,345430345	12
c82	180101_0037S12_ch1	46	kp_aa	106.349	107.015	NA	NA	pairs/kp_aa_c82_1.wav	0,375627367	13
c78	180101_0033S12_ch1	16	kp_aa	90.704	91.519	NA	NA	pairs/kp_aa_c78_3.wav	0,423972864	14
c106	190829_0062S12_ch1	38	kp_aa	178.390	179.561	NA	NA	pairs/kp_aa_c106_1.wav	0,439969843	15
c90	180102_0045S12_ch1	24	kp_aa	84.030	85.282	NA	NA	pairs/kp_aa_c90_5.wav	0,490918957	16
c117	190830_0073S12_ch1	32	kp_aa	91.104	92.120	NA	NA	pairs/kp_aa_c117_1.wav	0,512183171	17
c73	190825_0024_ch1	34	kp_aa	169.631	170.356	NA	NA	pairs/kp_aa_c73_1.wav	0,538337526	18
c108	190829_0064S12_ch1	28	kp_aa	146.495	147.282	NA	NA	pairs/kp_aa_c108_2.wav	0,585714067	19
c110	190829_0066S12_ch1	32	kp_aa	178.384	178.952	NA	NA	pairs/kp_aa_c110_3.wav	0,588540604	20
c114	190830_0070S12_ch1	50	kp_aa	211.370	212.006	NA	NA	pairs/kp_aa_c114_1.wav	0,592069933	21
c111	190830_0067S12_ch1	16	kp_aa	112.300	112.969	NA	NA	pairs/kp_aa_c111_2.wav	0,597271574	22
c78	180101_0033S12_ch1	18	kp_aa	96.838	97.472	NA	NA	pairs/kp_aa_c78_4.wav	0,66995457	23
c108	190829_0064S12_ch1	30	kp_aa	151.255	151.828	NA	NA	pairs/kp_aa_c108_3.wav	0,680157594	24
c121	190830_0080S12_ch1	14	kp_aa	59.132	59.990	NA	NA	pairs/kp_aa_c121_1.wav	0,680187722	25
c90	180102_0045S12_ch1	20	kp_aa	74.198	75.126	NA	NA	pairs/kp_aa_c90_3.wav	0,700172118	26
c70	190825_0021_ch1	24	kp_aa	254.161	254.811	NA	NA	pairs/kp_aa_c70_1.wav	0,753652003	27
c71	190825_0022_ch1	20	kp_aa	69.005	69.854	NA	NA	pairs/kp_aa_c71_1.wav	0,800635222	28
c88	180102_0043S12_ch1	34	kp_aa	165.693	166.262	NA	NA	pairs/kp_aa_c88_1.wav	0,8799312	29
c119	190830_0078S12_ch1	14	kp_aa	291.693	292.360	NA	NA	pairs/kp_aa_c119_1.wav	0,905426664	30
c89	180102_0044S12_ch1	14	kp_aa	64.314	64.983	NA	NA	pairs/kp_aa_c89_1.wav	0,912105879	31
c79	180101_0034S12_ch1	26	kp_aa	115.440	115.919	NA	NA	pairs/kp_aa_c79_1.wav	0,914214953	32
c110	190829_0066S12_ch1	28	kp_aa	169.066	169.902	NA	NA	pairs/kp_aa_c110_1.wav	0,914730554	33
c78	180101_0033S12_ch1	12	kp_aa	81.270	82.085	NA	NA	pairs/kp_aa_c78_1.wav	0,922922465	34
c108	190829_0064S12_ch1	32	kp_aa	154.799	155.658	NA	NA	pairs/kp_aa_c108_4.wav	0,929306004	35
c115	190830_0071S12_ch1	36	kp_aa	220.164	220.565	NA	NA	pairs/kp_aa_c115_1.wav	0,933612923	36
c111	190830_0067S12_ch1	14	kp_aa	109.156	109.825	NA	NA	pairs/kp_aa_c111_1.wav	0,939188688	37
